SENTENCE	TOKEN	TAG
11	attach	O
11	a	O
11	document	O
11	or	O
11	file	O
11	to	O
11	an	O
11	email	O
11	,	O
11	again	O
11	I	O
11	found	O
11	you	O
11	ca	O
11	n't	O
11	do	O
11	this	O
11	!	O
12	So	O
12	the	O
12	solution	O
12	I	O
12	had	O
12	to	O
12	do	O
12	was	O
12	to	O
12	make	O
12	a	O
12	copy	O
12	of	O
12	the	O
12	image	O
12	and	O
12	documents	O
12	onto	O
12	my	O
12	local	O
12	computer	O
12	in	O
12	order	O
12	to	O
12	then	O
12	upload	O
12	.	O
13	If	O
13	they	O
13	FIX	O
13	this	O
13	issue	O
13	-LRB-	O
13	which	O
13	I	O
13	've	O
13	seen	O
13	in	O
13	their	O
13	support	O
13	as	O
13	the	O
13	major	O
13	complaint	O
13	-RRB-	O
13	I	O
13	would	O
13	give	O
13	this	O
13	a	O
13	5-star	O
13	rating	O
13	.	O
14	PLEASE	O
14	A	O
14	firmware	B-aspect
14	upgrade	I-aspect
14	that	O
14	enables	O
14	all	O
14	the	O
14	usb	O
14	drives	O
14	attached	O
14	to	O
14	this	O
14	wireless	O
14	router	O
14	to	O
14	be	O
14	seen	O
14	in	O
14	the	O
14	actual	O
14	networked	O
14	local	O
14	computer	O
14	desktop	O
14	portals	O
14	AND	O
14	be	O
14	able	O
14	to	O
14	drag	O
14	and	O
14	drop	O
14	,	O
14	upload	O
14	,	O
14	attach	O
14	,	O
14	etc.	O
14	.	O
15	WITHOUT	O
15	having	O
15	to	O
15	go	O
15	through	O
15	the	O
15	netgear	B-aspect
15	genie	I-aspect
15	tool	I-aspect
15	through	O
15	the	O
15	ISP	O
15	and	O
15	taking	O
15	all	O
15	the	O
15	extra	O
15	steps	O
15	would	O
15	be	O
15	far	O
15	better	O
15	.	O
16	The	O
16	packaging	O
16	and	O
16	instructions	O
16	give	O
16	the	O
16	indication	O
16	of	O
16	plug-n-play	O
16	usb	O
16	ports	O
16	where	O
16	you	O
16	can	O
16	use	O
16	any	O
16	storage	O
16	device	O
16	and	O
16	have	O
16	it	O
16	immediately	O
16	appear	O
16	in	O
16	your	O
16	network	O
16	as	O
16	if	O
16	it	O
16	was	O
16	attached	O
16	to	O
16	your	O
16	local	O
16	computers	O
16	...	O
16	this	O
16	is	O
16	a	O
16	fallacy	O
16	as	O
16	it	O
16	does	O
16	not	O
16	actually	O
16	work	O
16	that	O
16	way	O
16	.	O
17	After	O
17	my	O
17	DLINK	O
17	DI-614	O
17	+	O
17	router	O
17	died	O
17	after	O
17	5	O
17	years	O
17	,	O
17	I	O
17	bought	O
17	my	O
17	new	O
17	router	O
17	for	O
17	a	O
17	couple	O
17	bucks	O
17	less	O
17	at	O
17	Costco	O
17	.	O
18	Costco	O
18	package	O
18	offered	O
18	a	O
18	24\/7	O
18	customer	O
18	support	O
18	number	O
18	.	O
19	Since	O
19	my	O
19	router	O
19	and	O
19	internet	O
19	connection	O
19	were	O
19	down	O
19	I	O
19	could	O
19	n't	O
19	use	O
19	installation	O
19	wizard	O
19	.	O
20	I	O
20	was	O
20	pleasantly	O
20	surprised	O
20	that	O
20	customer	B-aspect
20	service	I-aspect
20	was	O
20	able	O
20	to	O
20	step	O
20	me	O
20	thru	O
20	manual	O
20	setup	O
20	.	O
21	Have	O
21	n't	O
21	setup	O
21	any	O
21	advanced	O
21	features	O
21	,	O
21	but	O
21	the	O
21	signal	B-aspect
21	strength	I-aspect
21	and	O
21	speed	B-aspect
21	are	O
21	roughly	O
21	twice	O
21	what	O
21	I	O
21	had	O
21	with	O
21	old	O
21	router	O
21	.	O
22	So	O
22	far	O
22	so	O
22	good	O
22	.	O
23	If	O
23	I	O
23	get	O
23	a	O
23	chance	O
23	to	O
23	setup	O
23	and	O
23	confirm	O
23	advanced	O
23	features	O
23	I	O
23	'll	O
23	come	O
23	back	O
23	to	O
23	update	O
23	review\/rating	O
23	.	O
24	It	O
24	works	O
24	,	O
24	good	O
24	customer	B-aspect
24	service	I-aspect
24	-LRB-	O
24	so	O
24	far	O
24	-RRB-	O
24	=	O
24	4	O
24	stars	O
24	.	O
25	I	O
25	just	O
25	got	O
25	this	O
25	Netgear	O
25	to	O
25	replace	O
25	an	O
25	Pre-N	O
25	Belkin	O
25	.	O
26	I	O
26	must	O
26	be	O
26	getting	O
26	interference	O
26	from	O
26	other	O
26	people	O
26	in	O
26	the	O
26	building	O
26	so	O
26	my	O
26	connection	O
26	sometimes	O
26	would	O
26	hang	O
26	.	O
27	Video	O
27	would	O
27	pixle	O
27	,	O
27	so	O
27	did	O
27	n't	O
27	watch	O
27	that	O
27	often	O
27	.	O
28	I	O
28	had	O
28	the	O
28	USB	O
28	adapter	O
28	for	O
28	one	O
28	computer	O
28	and	O
28	the	O
28	express	O
28	card	O
28	for	O
28	the	O
28	laptop	O
28	.	O
29	The	O
29	laptop	O
29	had	O
29	the	O
29	better	O
29	reception	O
29	.	O
30	Sometimes	O
30	the	O
30	system	O
30	would	O
30	hang	B-aspect
30	,	O
30	so	O
30	I	O
30	would	O
30	have	O
30	to	O
30	restart	O
30	the	O
30	router	B-aspect
30	,	O
30	then	O
30	get	O
30	going	O
30	again	O
30	.	O
31	Started	O
31	looking	O
31	for	O
31	a	O
31	new	O
31	router	O
31	,	O
31	saw	O
31	this	O
31	one	O
31	and	O
31	thought	O
31	I	O
31	'd	O
31	give	O
31	it	O
31	a	O
31	try	O
31	from	O
31	the	O
31	reviews	O
31	.	O
32	I	O
32	'm	O
32	glad	O
32	I	O
32	did	O
32	.	O
33	I	O
33	did	O
33	n't	O
33	have	O
33	to	O
33	call	O
33	customer	O
33	care	O
33	,	O
33	I	O
33	followed	O
33	the	O
33	wizard	O
33	,	O
33	and	O
33	it	O
33	was	O
33	fairly	O
33	easy	O
33	.	O
34	Naming	O
34	the	O
34	bandwidth	O
34	was	O
34	a	O
34	new	O
34	one	O
34	for	O
34	me	O
34	,	O
34	I	O
34	named	O
34	it	O
34	the	O
34	same	O
34	as	O
34	my	O
34	password	O
34	.	O
35	Oops	O
35	,	O
35	easy	O
35	to	O
35	go	B-aspect
35	online	I-aspect
35	,	O
35	and	O
35	adjust	B-aspect
35	it	O
35	there	O
35	.	O
36	plan	O
36	to	O
36	read	O
36	through	O
36	the	O
36	manual	O
36	to	O
36	understand	O
36	more	O
36	of	O
36	what	O
36	it	O
36	can	O
36	do	O
36	.	O
37	From	O
37	the	O
37	Belkin	O
37	my	O
37	reception	B-aspect
37	increased	O
37	over	O
37	25	O
37	%	O
37	.	O
38	It	O
38	is	O
38	tall	B-aspect
38	,	O
38	so	O
38	I	O
38	ended	O
38	up	O
38	laying	O
38	it	O
38	on	O
38	its	O
38	side	O
38	.	O
39	Connection	B-aspect
39	to	O
39	the	O
39	device	O
39	is	O
39	so	O
39	easy	O
39	.	O
40	I	O
40	just	O
40	went	O
40	to	O
40	my	O
40	Laptop	O
40	,	O
40	it	O
40	saw	O
40	the	O
40	router	O
40	,	O
40	I	O
40	clicked	O
40	on	O
40	the	O
40	name	O
40	,	O
40	then	O
40	you	O
40	go	O
40	over	O
40	to	O
40	the	O
40	router	O
40	and	O
40	push	O
40	the	O
40	button	O
40	near	O
40	the	O
40	bottom	O
40	,	O
40	your	O
40	connected	O
40	.	O
41	Very	O
41	Pleased	O
41	at	O
41	this	O
41	time	O
41	.	O
42	The	O
42	D-Link	B-aspect
42	DIR-655	I-aspect
42	Extreme	I-aspect
42	N	I-aspect
42	Wireless	I-aspect
42	Router	I-aspect
42	works	O
42	fine	O
42	as	O
42	a	O
42	802.11	O
42	n	O
42	wireless	O
42	router	O
42	.	O
43	However	O
43	,	O
43	the	O
43	reason	O
43	I	O
43	bought	O
43	it	O
43	was	O
43	to	O
43	wirelessly	O
43	share	O
43	my	O
43	printer	O
43	between	O
43	two	O
43	Macs	O
43	using	O
43	the	O
43	USB	O
43	Shareport	O
43	on	O
43	the	O
43	router	O
43	.	O
44	Shareport	B-aspect
44	is	O
44	not	O
44	compatible	O
44	with	O
44	Mac	O
44	OS	O
44	.	O
45	After	O
45	hours	O
45	of	O
45	searching	O
45	the	O
45	internet	O
45	,	O
45	I	O
45	was	O
45	disappointed	O
45	to	O
45	find	O
45	that	O
45	D-Link	O
45	does	O
45	not	O
45	provide	O
45	support	O
45	for	O
45	Mac	O
45	OS	O
45	10	O
45	.	O
46	I	O
46	bought	O
46	this	O
46	in	O
46	combination	O
46	with	O
46	a	O
46	D-Link	O
46	DWA-140	O
46	Wireless	O
46	USB	O
46	Adapter	O
46	.	O
47	D-Link	O
47	does	O
47	not	O
47	provide	O
47	Mac	B-aspect
47	support	I-aspect
47	for	O
47	the	O
47	adapter	O
47	,	O
47	however	O
47	I	O
47	was	O
47	able	O
47	to	O
47	find	O
47	a	O
47	free	O
47	third-party	O
47	driver	O
47	that	O
47	is	O
47	compatible	O
47	.	O
48	The	O
48	best	O
48	solution	O
48	for	O
48	sharing	O
48	a	O
48	printer	O
48	is	O
48	to	O
48	use	O
48	an	O
48	Apple	O
48	Airport	O
48	Express	O
48	or	O
48	Apple	O
48	Airport	O
48	Extreme	O
48	.	O
49	I	O
49	returned	O
49	both	O
49	D-Link	O
49	products	O
49	and	O
49	purchased	O
49	an	O
49	Airport	O
49	Express	O
49	.	O
50	It	O
50	was	O
50	running	O
50	in	O
50	a	O
50	couple	O
50	minutes	O
50	,	O
50	and	O
50	very	O
50	easy	O
50	to	O
50	wirelessly	O
50	share	O
50	my	O
50	printer	O
50	.	O
51	I	O
51	was	O
51	told	O
51	by	O
51	the	O
51	Qwest	O
51	support	O
51	to	O
51	upgrade	O
51	my	O
51	cisco	O
51	678	O
51	to	O
51	a	O
51	pk5000	O
51	.	O
52	The	O
52	router	O
52	does	O
52	n't	O
52	support	O
52	port	B-aspect
52	translation	I-aspect
52	,	O
52	e.g	O
52	forward	O
52	port	B-aspect
52	8080	I-aspect
52	in	O
52	the	O
52	outside	O
52	to	O
52	port	B-aspect
52	80	I-aspect
52	in	O
52	the	O
52	inside	O
52	.	O
53	Nor	O
53	there	O
53	is	O
53	a	O
53	clear	O
53	manual	B-aspect
53	offered	O
53	by	O
53	the	O
53	manufacturer	O
53	or	O
53	by	O
53	Qwest	O
53	,	O
53	Qwest	O
53	does	O
53	provide	O
53	some	O
53	info	O
53	,	O
53	but	O
53	nothing	O
53	about	O
53	what	O
53	is	O
53	not	O
53	intuitive	O
53	enough	O
53	in	O
53	the	O
53	screen	O
53	.	O
54	Called	O
54	Actiontec	O
54	for	O
54	a	O
54	fix	O
54	,	O
54	but	O
54	they	O
54	do	O
54	n't	O
54	support	O
54	it	O
54	,	O
54	their	O
54	recommendation	O
54	was	O
54	to	O
54	use	O
54	it	O
54	as	O
54	a	O
54	bridge	O
54	,	O
54	and	O
54	use	O
54	a	O
54	real	O
54	router	O
54	behind	O
54	.	O
55	-LRB-	O
55	yeah	O
55	,	O
55	like	O
55	you	O
55	'll	O
55	use	O
55	a	O
55	new	O
55	,	O
55	very	O
55	expensive	O
55	dsl	B-aspect
55	modem	I-aspect
55	as	O
55	dumb	O
55	bridge	O
55	-RRB-	O
55	I	O
55	returned	O
55	the	O
55	Item	O
55	and	O
55	got	O
55	a	O
55	linksys	O
55	dsl	B-aspect
55	modem	I-aspect
55	instead	O
55	.	O
56	I	O
56	am	O
56	a	O
56	long	O
56	time	O
56	D-Link	O
56	customer	O
56	-LRB-	O
56	owned	O
56	3	O
56	different	O
56	D-link	O
56	routers	O
56	-RRB-	O
56	,	O
56	the	O
56	last	O
56	two	O
56	all	O
56	failed	O
56	in	O
56	one	O
56	year	O
56	.	O
57	When	O
57	I	O
57	bought	O
57	the	O
57	third	O
57	one	O
57	,	O
57	I	O
57	thought	O
57	I	O
57	can	O
57	give	O
57	D-link	B-aspect
57	one	O
57	more	O
57	try	O
57	,	O
57	but	O
57	now	O
57	I	O
57	regret	O
57	my	O
57	decision	O
57	.	O
58	The	O
58	router	B-aspect
58	failed	O
58	today	O
58	-LRB-	O
58	completely	O
58	dead	O
58	-RRB-	O
58	,	O
58	when	O
58	I	O
58	need	O
58	to	O
58	work	O
58	from	O
58	home	O
58	due	O
58	to	O
58	heavy	O
58	snow	O
58	!	O
59	Should	O
59	have	O
59	bought	O
59	the	O
59	Linksys	O
59	routers	O
59	,	O
59	no	O
59	more	O
59	D-link	O
59	for	O
59	me	O
59	.	O
60	This	O
60	is	O
60	a	O
60	great	O
60	buy	O
60	as	O
60	far	O
60	as	O
60	I	O
60	know	O
60	.	O
61	With	O
61	the	O
61	small	O
61	cost	B-aspect
61	it	O
61	packs	O
61	a	O
61	powerful	O
61	wireless	B-aspect
61	punch	I-aspect
62	I	O
62	upgraded	O
62	from	O
62	the	O
62	Netgear	O
62	WPN824	O
62	and	O
62	wow	O
62	what	O
62	a	O
62	difference	O
62	!	O
63	With	O
63	the	O
63	WNDR37AV	O
63	I	O
63	now	O
63	get	O
63	full	O
63	bars	O
63	in	O
63	every	O
63	room	O
63	,	O
63	through	O
63	four	O
63	walls	O
63	-LRB-	O
63	metal	O
63	stud	O
63	construction	O
63	-RRB-	O
63	except	O
63	in	O
63	the	O
63	garage	O
63	which	O
63	gets	O
63	almost	O
63	full	O
63	bars	O
63	.	O
64	Setup	B-aspect
64	was	O
64	very	O
64	easy	O
64	.	O
65	This	O
65	router	B-aspect
65	does	O
65	drop	O
65	every	O
65	once	O
65	in	O
65	a	O
65	while	O
65	,	O
65	but	O
65	not	O
65	like	O
65	the	O
65	old	O
65	router	B-aspect
65	did	O
65	every	O
65	hour	O
65	or	O
65	so	O
65	!	O
66	The	O
66	USB	B-aspect
66	port	I-aspect
66	on	O
66	the	O
66	back	O
66	is	O
66	a	O
66	nice	O
66	feature	B-aspect
66	.	O
67	I	O
67	wish	O
67	they	O
67	would	O
67	have	O
67	taken	O
67	it	O
67	a	O
67	step	O
67	further	O
67	and	O
67	added	O
67	one	O
67	or	O
67	two	O
67	more	O
67	for	O
67	additional	O
67	storage	O
67	or	O
67	a	O
67	local	O
67	printer	O
67	server	O
67	.	O
68	The	O
68	data	B-aspect
68	rate	I-aspect
68	over	O
68	the	O
68	network	O
68	storage	O
68	is	O
68	rather	O
68	slow	O
68	,	O
68	but	O
68	I	O
68	only	O
68	use	O
68	it	O
68	for	O
68	occasional	O
68	backups	O
68	so	O
68	it	O
68	does	O
68	n't	O
68	bother	O
68	me	O
68	too	O
68	much	O
68	.	O
69	In	O
69	all	O
69	I	O
69	'd	O
69	say	O
69	this	O
69	is	O
69	a	O
69	decent	O
69	router	B-aspect
69	for	O
69	the	O
69	money	O
69	.	O
70	My	O
70	house	O
70	is	O
70	small	O
70	,	O
70	so	O
70	it	O
70	's	O
70	hard	O
70	to	O
70	judge	O
70	the	O
70	real	O
70	strenght	O
70	of	O
70	the	O
70	product	B-aspect
70	through	O
70	a	O
70	lot	O
70	of	O
70	walls	O
70	,	O
70	but	O
70	in	O
70	my	O
70	house	O
70	the	O
70	product	B-aspect
70	worked	O
70	perfectly	O
70	in	O
70	all	O
70	rooms	O
70	and	O
70	corners	O
70	,	O
70	with	O
70	no	O
70	signal	B-aspect
70	interruptions	I-aspect
70	.	O
71	The	O
71	model	B-aspect
71	is	O
71	also	O
71	very	O
71	clean	O
71	and	O
71	nice	O
71	,	O
71	and	O
71	the	O
71	software	B-aspect
71	is	O
71	very	O
71	user-friendly	O
71	.	O
72	These	O
72	were	O
72	only	O
72	my	O
72	first	O
72	week	O
72	impressions	O
72	but	O
72	,	O
72	until	O
72	now	O
72	,	O
72	I	O
72	strongly	O
72	recommend	O
72	this	O
72	product	B-aspect
72	and	O
72	I	O
72	'm	O
72	very	O
72	satisfied	O
72	with	O
72	it	O
72	.	O
73	Bought	O
73	a	O
73	d	O
73	link	O
73	.	O
74	Cd	O
74	does	O
74	not	O
74	provide	O
74	guidance	O
74	for	O
74	support	O
74	for	O
74	mac	O
74	or	O
74	software	O
74	to	O
74	install	O
74	for	O
74	mac	O
74	.	O
75	Technical	B-aspect
75	support	I-aspect
75	rude	O
75	and	O
75	unhelpful	O
75	.	O
76	This	O
76	router	O
76	replaced	O
76	an	O
76	aging	O
76	Linksys	O
76	WRT54G	O
76	.	O
77	The	O
77	D-Link	O
77	has	O
77	a	O
77	ton	O
77	of	O
77	features	O
77	including	O
77	USB	O
77	printer	B-aspect
77	sharing	I-aspect
77	,	O
77	two	O
77	wireless	O
77	networks	O
77	-LRB-	O
77	one	O
77	not	O
77	connected	O
77	to	O
77	the	O
77	LAN	O
77	-RRB-	O
77	,	O
77	and	O
77	a	O
77	really	O
77	comprehensive	O
77	settings	O
77	menu	B-aspect
77	.	O
78	I	O
78	have	O
78	owned	O
78	this	O
78	for	O
78	over	O
78	6	O
78	months	O
78	and	O
78	have	O
78	never	O
78	had	O
78	to	O
78	reset	O
78	it	O
78	due	O
78	to	O
78	instability	O
78	.	O
79	I	O
79	would	O
79	buy	O
79	this	O
79	again	O
79	,	O
79	and	O
79	recommend	O
79	it	O
79	to	O
79	others	O
79	.	O
80	My	O
80	old	O
80	wireless	O
80	G	O
80	was	O
80	having	O
80	issues	O
80	and	O
80	dropping	O
80	out	O
80	.	O
81	All	O
81	of	O
81	the	O
81	resets	O
81	and	O
81	chasing	O
81	upgrades	O
81	were	O
81	n't	O
81	helping	O
81	.	O
82	I	O
82	took	O
82	a	O
82	chance	O
82	with	O
82	this	O
82	new	O
82	product	B-aspect
82	and	O
82	am	O
82	pleased	O
82	,	O
82	except	O
82	in	O
82	six	O
82	months	O
82	it	O
82	will	O
82	cost	O
82	half	O
82	of	O
82	what	O
82	I	O
82	paid	O
82	,	O
82	but	O
82	that	O
82	's	O
82	the	O
82	price	B-aspect
82	for	O
82	current	O
82	state	O
82	of	O
82	the	O
82	art	O
82	.	O
83	Piece	O
83	of	O
83	cake	O
83	to	O
83	set	B-aspect
83	up	I-aspect
83	.	O
84	I	O
84	had	O
84	all	O
84	four	O
84	of	O
84	our	O
84	computers	O
84	up	O
84	and	O
84	running	O
84	on	O
84	the	O
84	network	O
84	in	O
84	about	O
84	an	O
84	hour	O
84	.	O
85	No	O
85	dropouts	O
85	,	O
85	good	O
85	signal	B-aspect
85	strength	I-aspect
85	all	O
85	over	O
85	my	O
85	three	O
85	story	O
85	house	O
85	-LRB-	O
85	unit	O
85	is	O
85	located	O
85	on	O
85	the	O
85	top	O
85	floor	O
85	-RRB-	O
85	and	O
85	very	O
85	user	O
85	friendly	O
85	in	O
85	the	O
85	setup	B-aspect
85	and	O
85	security	B-aspect
85	aspects	O
85	.	O
86	I	O
86	would	O
86	n't	O
86	mind	O
86	having	O
86	an	O
86	external	O
86	adjustable	O
86	antenna	O
86	,	O
86	but	O
86	it	O
86	does	O
86	fine	O
86	as	O
86	is	O
86	and	O
86	the	O
86	speed	B-aspect
86	on	O
86	the	O
86	bottom	O
86	floor	O
86	of	O
86	the	O
86	house	O
86	is	O
86	much	O
86	improved	O
86	.	O
87	I	O
87	was	O
87	really	O
87	looking	O
87	for	O
87	a	O
87	way	O
87	to	O
87	have	O
87	a	O
87	wireless	O
87	NAS	O
87	.	O
88	I	O
88	contacted	O
88	Netgear	O
88	before	O
88	buying	O
88	to	O
88	ask	O
88	if	O
88	I	O
88	could	O
88	set	O
88	it	O
88	up	O
88	as	O
88	a	O
88	repeater	O
88	-LRB-	O
88	to	O
88	my	O
88	primary	O
88	Netgear	O
88	router	O
88	-RRB-	O
88	with	O
88	the	O
88	USB	O
88	drive	O
88	enabled	O
88	.	O
89	The	O
89	answer	O
89	was	O
89	yes	O
89	.	O
90	The	O
90	set-up	B-aspect
90	went	O
90	fairly	O
90	smooth	O
90	with	O
90	netgears	O
90	online	O
90	knowledge	O
90	base	O
90	.	O
91	I	O
91	hooked	O
91	up	O
91	a	O
91	Lacie	O
91	external	O
91	drive	O
91	and	O
91	everything	O
91	seemed	O
91	to	O
91	work	O
91	fine	O
91	.	O
92	It	O
92	showed	O
92	up	O
92	on	O
92	the	O
92	network	O
92	.	O
93	I	O
93	started	O
93	accessing	O
93	and	O
93	transfering	O
93	files	O
93	to	O
93	find	O
93	it	O
93	to	O
93	be	O
93	extremely	O
93	SLOW	B-aspect
93	.	O
94	So	O
94	slow	B-aspect
94	,	O
94	that	O
94	it	O
94	is	O
94	not	O
94	useable	B-aspect
94	for	O
94	files	O
94	of	O
94	any	O
94	size	O
94	or	O
94	back-ups	O
94	.	O
95	I	O
95	read	O
95	online	O
95	and	O
95	found	O
95	that	O
95	my	O
95	expectations	O
95	should	O
95	not	O
95	be	O
95	high	O
95	,	O
95	but	O
95	this	O
95	thing	O
95	was	O
95	roughly	O
95	equivalent	O
95	to	O
95	using	O
95	a	O
95	dial-up	O
95	internet	O
95	connection	O
95	.	O
96	I	O
96	verified	O
96	the	O
96	signal	B-aspect
96	strengths	I-aspect
96	with	O
96	a	O
96	laptop	O
96	and	O
96	there	O
96	was	O
96	no	O
96	problem	O
96	there	O
96	.	O
97	E-mailed	O
97	Netgear	O
97	and	O
97	they	O
97	insisted	O
97	that	O
97	I	O
97	call	O
97	.	O
98	After	O
98	about	O
98	30	O
98	minutes	O
98	into	O
98	it	O
98	,	O
98	they	O
98	told	O
98	me	O
98	that	O
98	they	O
98	could	O
98	not	O
98	help	O
98	me	O
98	any	O
98	further	O
98	-LRB-	O
98	without	O
98	a	O
98	fee	O
98	-RRB-	O
98	because	O
98	my	O
98	primary	O
98	Netgear	O
98	router	O
98	is	O
98	out	O
98	of	O
98	warranty	O
98	.	O
99	My	O
99	primary	O
99	router	O
99	has	O
99	no	O
99	problems	O
99	at	O
99	all	O
99	.	O
100	The	O
100	old	O
100	router	O
100	has	O
100	worked	O
100	well	O
100	for	O
100	going	O
100	on	O
100	two	O
100	years	O
100	.	O
101	Netgear	O
101	refused	O
101	to	O
101	diagnose	O
101	the	O
101	WNR3500L	O
101	without	O
101	a	O
101	fee	O
101	because	O
101	I	O
101	was	O
101	repeating	O
101	an	O
101	older	O
101	NETGEAR	O
101	router	O
101	.	O
102	I	O
102	told	O
102	them	O
102	I	O
102	would	O
102	send	O
102	it	O
102	back	O
102	and	O
102	they	O
102	said	O
102	OK	O
102	.	O
103	I	O
103	just	O
103	sent	O
103	it	O
103	back	O
103	for	O
103	refund	O
103	today	O
103	.	O
104	Bottom	O
104	Line	O
104	-	O
104	Do	O
104	n't	O
104	buy	O
104	this	O
104	for	O
104	the	O
104	USB	B-aspect
104	function	I-aspect
104	.	O
105	I	O
105	bought	O
105	this	O
105	router	O
105	to	O
105	replace	O
105	an	O
105	old	O
105	Linksys	O
105	and	O
105	to	O
105	go	O
105	hand-in-hand	O
105	with	O
105	a	O
105	new	O
105	Motorola	O
105	SB6120	O
105	modem	O
105	.	O
106	Having	O
106	received	O
106	the	O
106	router	O
106	first	O
106	I	O
106	elected	O
106	to	O
106	hold	O
106	off	O
106	setting	O
106	it	O
106	up	O
106	until	O
106	I	O
106	got	O
106	the	O
106	new	O
106	modem	O
106	.	O
107	After	O
107	receiving	O
107	the	O
107	SB6120	O
107	and	O
107	setting	O
107	it	O
107	up	O
107	I	O
107	set	O
107	up	O
107	the	O
107	router	O
107	following	O
107	the	O
107	instructions	O
107	they	O
107	gave	O
107	.	O
108	The	O
108	set	B-aspect
108	up	I-aspect
108	was	O
108	pretty	O
108	simple	O
108	,	O
108	basically	O
108	a	O
108	matter	O
108	of	O
108	hooking	O
108	everything	O
108	up	O
108	and	O
108	rebooting	O
108	your	O
108	system	O
108	at	O
108	which	O
108	time	O
108	you	O
108	're	O
108	taken	O
108	to	O
108	the	O
108	D-Link	O
108	website	O
108	to	O
108	finalize	O
108	how	O
108	your	O
108	setup	O
108	will	O
108	be	O
108	.	O
109	This	O
109	part	O
109	confused	O
109	me	O
109	as	O
109	I	O
109	could	O
109	n't	O
109	find	O
109	how	O
109	to	O
109	set	O
109	your	O
109	security	O
109	parameters	O
109	.	O
110	However	O
110	,	O
110	a	O
110	phone	O
110	call	O
110	to	O
110	the	O
110	D-Link	B-aspect
110	support	I-aspect
110	crew	I-aspect
110	was	O
110	answered	O
110	in	O
110	a	O
110	reasonable	O
110	amount	O
110	of	O
110	time	O
110	and	O
110	they	O
110	guided	O
110	me	O
110	through	O
110	the	O
110	process	O
110	without	O
110	a	O
110	problem	O
110	.	O
111	As	O
111	of	O
111	this	O
111	review	O
111	I	O
111	am	O
111	using	O
111	the	O
111	router	B-aspect
111	and	O
111	it	O
111	is	O
111	working	B-aspect
111	very	O
111	nicely	O
111	.	O
112	Moreover	O
112	,	O
112	I	O
112	found	O
112	it	O
112	to	O
112	be	O
112	more	O
112	user	O
112	friendly	O
112	than	O
112	the	O
112	old	O
112	Linksys	O
112	I	O
112	had	O
112	.	O
113	As	O
113	a	O
113	final	O
113	comment	O
113	I	O
113	am	O
113	happy	O
113	with	O
113	the	O
113	D-Link	B-aspect
113	DIR-655	I-aspect
113	so	O
113	far	O
113	and	O
113	my	O
113	home	O
113	wireless	O
113	connections	B-aspect
113	are	O
113	smooth	O
113	whether	O
