SENTENCE	TOKEN	TAG
21	cool	O
21	and	O
21	understated	O
21	.	O
22	I	O
22	had	O
22	the	O
22	duck	B-aspect
22	breast	I-aspect
22	special	I-aspect
22	on	O
22	my	O
22	last	O
22	visit	O
22	and	O
22	it	O
22	was	O
22	incredible	O
22	.	O
23	Can't	O
23	wait	O
23	wait	O
23	for	O
23	my	O
23	next	O
23	visit	O
23	.	O
24	I	O
24	had	O
24	my	O
24	eyes	O
24	on	O
24	this	O
24	place	O
24	,	O
24	promising	O
24	myself	O
24	I	O
24	will	O
24	one	O
24	day	O
24	'give	O
24	it	O
24	a	O
24	try	O
24	.	O
24	'	O
25	And	O
25	I	O
25	hate	O
25	to	O
25	say	O
25	this	O
25	but	O
25	I	O
25	doubt	O
25	I'll	O
25	ever	O
25	go	O
25	back	O
25	.	O
26	The	O
26	food	B-aspect
26	is	O
26	very	O
26	average	O
26	.	O
26	.	O
26	.	O
26	the	O
26	Thai	B-aspect
26	fusion	I-aspect
26	stuff	I-aspect
26	is	O
26	a	O
26	bit	O
26	too	O
26	sweet	O
26	,	O
26	every	O
26	thing	O
26	they	O
26	serve	O
26	is	O
26	too	O
26	sweet	O
26	here	O
26	.	O
27	The	O
27	only	O
27	thing	O
27	I	O
27	moderately	O
27	enjoyed	O
27	was	O
27	their	O
27	Grilled	B-aspect
27	Chicken	I-aspect
27	special	I-aspect
27	with	I-aspect
27	Edamame	I-aspect
27	Puree	I-aspect
27	.	O
28	I	O
28	had	O
28	never	O
28	had	O
28	Edamame	B-aspect
28	pureed	I-aspect
28	before	O
28	but	O
28	I	O
28	thought	O
28	it	O
28	was	O
28	innovative	O
28	and	O
28	tasty	O
28	could've	O
28	used	O
28	a	O
28	bit	O
28	more	O
28	salt	O
28	.	O
29	Anyways	O
29	,	O
29	if	O
29	you're	O
29	in	O
29	the	O
29	neighborhood	O
29	to	O
29	eat	O
29	good	O
29	food	O
29	,	O
29	I	O
29	wouldn't	O
29	waste	O
29	my	O
29	time	O
29	trying	O
29	to	O
29	find	O
29	something	O
29	,	O
29	rather	O
29	go	O
29	across	O
29	the	O
29	street	O
29	to	O
29	Tamari	O
29	.	O
30	The	O
30	decor	B-aspect
30	is	O
30	night	O
30	tho	O
30	.	O
30	.	O
30	.	O
30	but	O
30	they	O
30	REALLY	O
30	need	O
30	to	O
30	clean	O
30	that	O
30	vent	B-aspect
30	in	O
30	the	O
30	ceiling	O
30	.	O
30	.	O
30	.	O
30	its	O
30	quite	O
30	un	O
30	appetizing	O
30	,	O
30	and	O
30	kills	O
30	your	O
30	effort	O
30	to	O
30	make	O
30	this	O
30	place	B-aspect
30	look	O
30	sleek	O
30	and	O
30	modern	O
30	.	O
31	We	O
31	ate	O
31	outside	O
31	at	O
31	Haru's	O
31	Sake	O
31	bar	O
31	because	O
31	Haru's	O
31	restaurant	O
31	next	O
31	door	O
31	was	O
31	overflowing	O
31	.	O
32	What's	O
32	the	O
32	difference	O
32	between	O
32	the	O
32	two	O
32	?	O
33	Their	O
33	sake	B-aspect
33	list	I-aspect
33	was	O
33	extensive	O
33	,	O
33	but	O
33	we	O
33	were	O
33	looking	O
33	for	O
33	Purple	O
33	Haze	O
33	,	O
33	which	O
33	wasn't	O
33	listed	O
33	but	O
33	made	O
33	for	O
33	us	O
33	upon	O
33	request	O
33	!	O
34	The	O
34	spicy	B-aspect
34	tuna	I-aspect
34	roll	I-aspect
34	was	O
34	unusually	O
34	good	O
34	and	O
34	the	O
34	rock	B-aspect
34	shrimp	I-aspect
34	tempura	I-aspect
34	was	O
34	awesome	O
34	,	O
34	great	O
34	appetizer	O
34	to	O
34	share	O
34	!	O
35	We	O
35	went	O
35	around	O
35	9	O
35	30	O
35	on	O
35	a	O
35	Friday	O
35	and	O
35	it	O
35	had	O
35	died	O
35	down	O
35	a	O
35	bit	O
35	by	O
35	then	O
35	so	O
35	the	O
35	service	B-aspect
35	was	O
35	great	O
35	!	O
36	we	O
36	love	O
36	th	O
36	pink	B-aspect
36	pony	I-aspect
36	.	O
37	THe	O
37	perfect	O
37	spot	B-aspect
37	.	O
38	Food	B-aspect
38	awesome	O
38	.	O
39	Service	B-aspect
39	friendly	O
39	and	O
39	attentive	O
39	.	O
40	Ambiance	B-aspect
40	relaxed	O
40	and	O
40	stylish	O
40	.	O
41	Don't	O
41	judge	O
41	this	O
41	place	B-aspect
41	prima	O
41	facie	O
41	,	O
41	you	O
41	have	O
41	to	O
41	try	O
41	it	O
41	to	O
41	believe	O
41	it	O
41	,	O
41	a	O
41	home	O
41	away	O
41	from	O
41	home	O
41	for	O
41	the	O
41	literate	O
41	heart	O
41	.	O
42	i	O
42	have	O
42	eaten	O
42	here	O
42	a	O
42	handful	O
42	of	O
42	times	O
42	,	O
42	for	O
42	no	O
42	reason	O
42	besides	O
42	sheer	O
42	convenience	O
42	.	O
43	i	O
43	hang	O
43	out	O
43	,	O
43	and	O
43	live	O
43	,	O
43	in	O
43	the	O
43	neighborhood	O
43	.	O
43	.	O
44	the	O
44	food	B-aspect
44	is	O
44	decent	O
44	.	O
45	however	O
45	,	O
45	it's	O
45	the	O
45	service	B-aspect
45	that	O
45	leaves	O
45	a	O
45	bad	O
45	taste	O
45	in	O
45	my	O
45	mouth	O
45	.	O
46	i	O
46	happen	O
46	to	O
46	have	O
46	a	O
46	policy	O
46	that	O
46	goes	O
46	along	O
46	with	O
46	a	O
46	little	O
46	bit	O
46	of	O
46	self	O
46	respect	O
46	,	O
46	which	O
46	includes	O
46	not	O
46	letting	O
46	a	O
46	waiter	B-aspect
46	intimidate	O
46	me	O
46	,	O
46	i	O
46	.	O
46	e	O
46	.	O
46	make	O
46	me	O
46	feel	O
46	bad	O
46	asking	O
46	for	O
46	trivialities	O
46	like	O
46	water	O
46	,	O
46	or	O
46	the	O
46	check	O
46	.	O
47	i	O
47	know	O
47	,	O
47	you	O
47	were	O
47	too	O
47	busy	O
47	showing	O
47	off	O
47	your	O
47	vintage	O
47	tee	O
47	shirt	O
47	and	O
47	looking	O
47	bored	O
47	,	O
47	but	O
47	my	O
47	agenda	O
47	is	O
47	i'm	O
47	here	O
47	to	O
47	eat	O
47	and	O
47	enjoy	O
47	the	O
47	company	O
47	of	O
47	friends	O
47	,	O
47	seeking	O
47	a	O
47	pleasant	O
47	experience	O
47	.	O
48	well	O
48	,	O
48	i	O
48	didn't	O
48	find	O
48	it	O
48	there	O
48	,	O
48	and	O
48	trust	O
48	,	O
48	i	O
48	have	O
48	told	O
48	everyone	O
48	i	O
48	can	O
48	think	O
48	of	O
48	about	O
48	my	O
48	experience	O
48	.	O
49	the	O
49	last	O
49	time	O
49	i	O
49	walked	O
49	by	O
49	it	O
49	looked	O
49	pretty	O
49	empty	O
49	.	O
49	hmmm	O
49	.	O
50	This	O
50	place	B-aspect
50	has	O
50	got	O
50	to	O
50	be	O
50	the	O
50	best	O
50	japanese	O
50	restaurant	O
50	in	O
50	the	O
50	new	O
50	york	O
50	area	O
50	.	O
51	I	O
51	had	O
51	a	O
51	great	O
51	experience	O
51	.	O
52	Food	B-aspect
52	is	O
52	great	O
52	.	O
53	Service	B-aspect
53	is	O
53	top	O
53	notch	O
53	.	O
54	I	O
54	have	O
54	been	O
54	going	O
54	back	O
54	again	O
54	and	O
54	again	O
54	.	O
55	I	O
55	tend	O
55	to	O
55	judge	O
55	a	O
55	sushi	O
55	restaurant	O
55	by	O
55	its	O
55	sea	B-aspect
55	urchin	I-aspect
55	,	O
55	which	O
55	was	O
55	heavenly	O
55	at	O
55	sushi	O
55	rose	O
55	.	O
56	It	O
56	melted	O
56	in	O
56	my	O
56	little	O
56	mouth	O
56	and	O
56	the	O
56	perfect	O
56	consistency	O
56	not	O
56	too	O
56	fishy	O
56	,	O
56	creamy	O
56	,	O
56	and	O
56	slightly	O
56	buttery	O
56	.	O
57	The	O
57	sushi	B-aspect
57	seemed	O
57	pretty	O
57	fresh	O
57	and	O
57	was	O
57	adequately	O
57	proportioned	O
57	.	O
58	The	O
58	rice	B-aspect
58	to	I-aspect
58	fish	I-aspect
58	ration	I-aspect
58	was	O
58	also	O
58	good	O
58	they	O
58	didn't	O
58	try	O
58	to	O
58	overpack	O
58	the	O
58	rice	O
58	.	O
59	We	O
59	took	O
59	advanatage	O
59	of	O
59	the	O
59	half	B-aspect
59	price	I-aspect
59	sushi	I-aspect
59	deal	I-aspect
59	on	O
59	saturday	O
59	so	O
59	it	O
59	was	O
59	well	O
59	worth	O
59	it	O
59	.	O
60	I	O
60	went	O
60	to	O
60	this	O
60	restaurant	O
60	with	O
60	a	O
60	woman	O
60	that	O
60	I	O
60	met	O
60	recently	O
60	.	O
61	She	O
61	lives	O
61	nearby	O
61	but	O
61	had	O
61	never	O
61	gone	O
61	to	O
61	this	O
61	establishment	O
61	thinking	O
61	that	O
61	it	O
61	might	O
61	be	O
61	too	O
61	touristy	O
61	.	O
62	Surprisingly	O
62	nothing	O
62	could	O
62	be	O
62	further	O
62	from	O
62	the	O
62	truth	O
62	.	O
63	In	O
63	the	O
63	evening	O
63	,	O
63	this	O
63	place	O
63	attracted	O
63	a	O
63	well	O
63	dressed	O
63	,	O
63	with	O
63	it	O
63	,	O
63	NY	O
63	crowd	B-aspect
63	.	O
64	The	O
64	food	B-aspect
64	was	O
64	well	O
64	prepared	O
64	and	O
64	the	O
64	service	B-aspect
64	impecable	O
64	.	O
65	I'm	O
65	going	O
65	back	O
65	.	O
66	Having	O
66	hunted	O
66	around	O
66	for	O
66	a	O
66	quiet	O
66	,	O
66	romantic	O
66	,	O
66	yet	O
66	not	O
66	hideously	O
66	expensive	O
66	restaurant	O
66	I	O
66	stumbled	O
66	across	O
66	reviews	O
66	for	O
66	La	O
66	Lanterna	O
66	and	O
66	gave	O
66	it	O
66	a	O
66	shot	O
66	.	O
67	Quite	O
67	simply	O
67	it's	O
67	like	O
67	stepping	O
67	out	O
67	of	O
67	Manhattan	O
67	and	O
67	into	O
67	a	O
67	haven	O
67	of	O
67	tranquility	O
67	.	O
68	The	O
68	service	O
68	was	O
68	attentive	O
68	,	O
68	yet	O
68	unimposing	O
68	,	O
68	the	O
68	food	O
68	was	O
68	far	O
68	better	O
68	than	O
68	many	O
68	notorious	O
68	restaurants	O
68	in	O
68	Midtown	O
68	and	O
68	the	O
68	wine	O
68	list	O
68	is	O
68	extensive	O
68	and	O
68	well	O
68	priced	O
68	.	O
69	The	O
69	Prix	B-aspect
69	Fixe	I-aspect
69	menu	I-aspect
69	is	O
69	worth	O
69	every	O
69	penny	O
69	and	O
69	you	O
69	get	O
69	more	O
69	than	O
69	enough	O
69	both	O
69	in	O
69	quantity	O
69	AND	O
69	quality	O
69	.	O
70	I	O
70	will	O
70	be	O
70	going	O
70	back	O
70	and	O
70	heartily	O
70	recommend	O
70	it	O
70	!	O
71	I've	O
71	had	O
71	the	O
71	lunch	O
71	buffet	O
71	at	O
71	Chennai	O
71	a	O
71	couple	O
71	of	O
71	times	O
71	,	O
71	when	O
71	I	O
71	have	O
71	been	O
71	in	O
71	the	O
71	neighborhood	O
71	.	O
72	It	O
72	is	O
72	terrific	O
72	,	O
72	as	O
72	is	O
72	the	O
72	value	O
72	.	O
73	6	O
73	and	O
73	there	O
73	is	O
73	much	O
73	tasty	O
73	food	B-aspect
73	,	O
73	all	O
73	of	O
73	it	O
73	fresh	O
73	and	O
73	continually	O
73	refilled	O
73	.	O
74	I	O
74	am	O
74	not	O
74	a	O
74	vegetarian	O
74	but	O
74	,	O
74	almost	O
74	all	O
74	the	O
74	dishes	B-aspect
74	were	O
74	great	O
74	.	O
75	Frankly	O
75	,	O
75	when	O
75	you	O
75	compare	O
75	what	O
75	you	O
75	can	O
75	have	O
75	here	O
75	for	O
75	lunch	O
75	,	O
75	versus	O
75	McDs	O
75	or	O
75	so	O
75	many	O
75	other	O
75	sandwich	O
75	shops	O
75	in	O
75	the	O
75	city	O
75	,	O
75	there	O
75	is	O
75	no	O
75	comparison	O
75	.	O
76	Go	O
76	hungry	O
76	and	O
76	enjoy	O
76	.	O
77	The	O
77	food	B-aspect
77	here	O
77	is	O
77	rather	O
77	good	O
77	,	O
77	but	O
77	only	O
77	if	O
77	you	O
77	like	O
77	to	O
77	wait	O
77	for	O
77	it	O
77	.	O
78	I	O
78	like	O
78	the	O
78	somosas	B-aspect
78	,	O
78	chai	B-aspect
78	,	O
78	and	O
78	the	O
78	chole	B-aspect
78	,	O
78	but	O
78	the	O
78	dhosas	B-aspect
78	and	O
78	dhal	B-aspect
78	were	O
78	kinda	O
78	dissapointing	O
78	.	O
79	The	O
79	service	B-aspect
79	varys	O
79	from	O
79	day	O
79	to	O
79	day	O
79	sometimes	O
79	they're	O
79	very	O
79	nice	O
79	,	O
79	and	O
79	sometimes	O
79	not	O
79	.	O
80	The	O
80	kitchen	B-aspect
80	however	O
80	,	O
80	is	O
80	almost	O
80	always	O
80	slow	O
80	.	O
81	Also	O
81	,	O
81	specify	O
81	if	O
81	you	O
81	like	O
81	your	O
81	food	B-aspect
81	spicy	O
81	its	O
81	rather	O
81	bland	O
81	if	O
81	you	O
81	don't	O
81	.	O
82	The	O
82	ambience	B-aspect
82	is	O
82	pretty	O
82	and	O
82	nice	O
82	for	O
82	conversation	O
82	,	O
82	so	O
82	a	O
82	casual	O
82	lunch	O
82	here	O
82	would	O
82	probably	O
82	be	O
82	best	O
82	.	O
83	Just	O
83	went	O
83	here	O
83	for	O
83	my	O
83	girlfriends	O
83	23rd	O
83	bday	O
83	.	O
84	If	O
84	you've	O
84	ever	O
84	been	O
84	along	O
84	the	O
84	river	O
84	in	O
84	Weehawken	O
84	you	O
84	have	O
84	an	O
84	idea	O
84	of	O
84	the	O
84	top	O
84	of	O
84	view	B-aspect
84	the	O
84	chart	O
84	house	O
84	has	O
84	to	O
84	offer	O
84	.	O
85	Add	O
85	to	O
85	that	O
85	great	O
85	service	B-aspect
85	and	O
85	great	O
85	food	B-aspect
85	at	O
85	a	O
85	reasonable	O
85	price	O
85	and	O
85	you	O
85	have	O
85	yourself	O
85	the	O
85	beginning	O
85	of	O
85	a	O
85	great	O
85	evening	O
85	.	O
86	The	O
86	lava	B-aspect
86	cake	I-aspect
86	dessert	I-aspect
86	was	O
86	incredible	O
86	and	O
86	I	O
86	recommend	O
86	it	O
86	.	O
87	Once	O
87	you	O
87	step	O
87	into	O
87	Cosette	B-aspect
87	,	O
87	you're	O
87	miraculously	O
87	in	O
87	a	O
87	small	O
87	,	O
87	off	O
87	the	O
87	beaten	O
87	path	O
87	Parisian	O
87	bistro	O
87	.	O
88	This	O
88	tiny	O
88	restaurant	B-aspect
88	is	O
88	as	O
88	cozy	O
88	as	O
88	it	O
88	gets	O
88	,	O
88	with	O
88	that	O
88	certain	O
88	Parisian	O
88	flair	O
88	.	O
89	The	O
89	food	B-aspect
89	was	O
89	average	O
89	to	O
89	above	O
89	average	O
89	;	O
89	the	O
89	French	B-aspect
89	Onion	I-aspect
89	soup	I-aspect
89	filling	O
89	yet	O
89	not	O
89	overly	O
89	impressive	O
89	,	O
89	and	O
89	the	O
89	desserts	B-aspect
89	not	O
89	brilliant	O
89	in	O
89	any	O
89	way	O
89	.	O
90	However	O
90	,	O
90	go	O
90	for	O
90	the	O
90	ambience	B-aspect
90	,	O
90	and	O
90	consider	O
90	the	O
90	food	B-aspect
90	just	O
90	a	O
90	companion	O
90	for	O
90	a	O
90	trip	O
90	across	O
90	the	O
90	world	O
90	!	O
91	I	O
91	have	O
91	never	O
91	eaten	O
91	in	O
91	the	O
91	restaurant	O
91	,	O
91	however	O
91	,	O
91	upon	O
91	reading	O
91	the	O
91	reviews	O
91	I	O
91	got	O
91	take	O
91	out	O
91	last	O
91	week	O
91	.	O
92	IT	O
92	WAS	O
92	HORRIBLE	O
92	.	O
93	The	O
93	pizza	B-aspect
93	was	O
93	delivered	O
93	cold	O
93	and	O
93	the	O
93	cheese	B-aspect
93	wasn't	O
93	even	O
93	fully	O
93	melted	O
93	!	O
94	It	O
94	looked	O
94	like	O
94	shredded	O
94	cheese	O
94	partly	O
94	done	O
94	still	O
94	in	O
94	strips	O
94	.	O
95	I	O
95	have	O
95	eaten	O
95	at	O
95	many	O
95	pizza	O
95	places	O
95	around	O
95	NYC	O
95	and	O
95	this	O
95	is	O
95	hands	O
95	down	O
95	the	O
95	worst	O
95	.	O
96	This	O
96	has	O
96	got	O
96	to	O
96	be	O
96	one	O
96	of	O
96	the	O
96	most	O
96	overrated	O
96	restaurants	O
96	in	O
96	Brooklyn	O
96	.	O
97	The	O
97	pizza	B-aspect
97	is	O
97	overpriced	O
97	and	O
97	soggy	O
97	.	O
98	Yes	O
98	,	O
98	they	O
98	use	O
98	fancy	O
98	ingredients	B-aspect
98	,	O
98	but	O
98	even	O
98	fancy	O
98	ingredients	B-aspect
98	don't	O
98	make	O
98	for	O
98	good	O
98	pizza	B-aspect
98	unless	O
98	someone	O
98	knows	O
98	how	O
98	to	O
98	get	O
98	the	O
98	crust	B-aspect
98	right	O
98	.	O
99	A	O
99	big	O
99	disappointment	O
99	,	O
99	all	O
99	around	O
99	.	O
100	I	O
100	think	O
100	I've	O
100	had	O
100	some	O
100	the	O
100	best	O
100	meals	B-aspect
100	of	O
100	my	O
100	life	O
100	at	O
100	minnow	O
100	.	O
101	The	O
101	seafood	B-aspect
101	is	O
101	amazing	O
101	,	O
101	there's	O
101	a	O
101	good	O
101	wine	B-aspect
101	list	I-aspect
101	,	O
101	and	O
101	the	O
101	ever	O
101	changing	O
101	menu	B-aspect
101	always	O
101	offers	O
101	some	O
101	great	O
101	surprises	O
101	.	O
102	The	O
102	combination	O
102	of	O
102	super	O
102	fresh	O
102	ingredients	B-aspect
102	in	O
102	the	O
102	dishes	O
102	are	O
102	unusual	O
102	but	O
102	really	O
102	delicious	O
102	.	O
103	Worth	O
103	the	O
103	trip	O
103	from	O
103	Manhattan	O
103	.	O
104	Was	O
104	there	O
104	Friday	O
104	night	O
104	.	O
105	Best	O
105	Pastrami	B-aspect
105	I	O
105	ever	O
105	had	O
105	and	O
105	great	O
105	portion	B-aspect
105	without	O
105	being	O
105	ridiculous	O
105	.	O
106	And	O
106	I've	O
106	been	O
106	to	O
106	many	O
106	NYC	O
106	delis	O
106	.	O
107	My	O
107	wife	O
107	had	O
107	the	O
107	fried	B-aspect
107	shrimp	I-aspect
107	which	O
107	are	O
107	huge	O
107	and	O
107	loved	O
107	it	O
107	.	O
108	Price	O
108	no	O
108	more	O
108	than	O
108	a	O
108	Jersey	O
108	deli	O
108	but	O
108	way	O
108	better	O
108	.	O
109	As	O
109	a	O
109	Japanese	O
109	native	O
109	,	O
109	I've	O
109	lived	O
109	in	O
109	the	O
109	Tristate	O
109	area	O
109	for	O
109	over	O
109	8	O
109	years	O
109	,	O
109	but	O
109	I	O
109	was	O
109	just	O
109	so	O
109	amazed	O
109	at	O
109	this	O
109	place	B-aspect
109	.	O
110	This	O
110	place	B-aspect
110	is	O
110	the	O
110	most	O
110	Japanese	O
110	it	O
110	can	O
110	ever	O
110	get	O
110	.	O
111	The	O
111	signs	B-aspect
111	,	O
111	the	O
111	specials	B-aspect
111	menus	I-aspect
111	,	O
111	food	B-aspect
111	,	O
111	and	O
111	even	O
111	all	O
111	the	O
111	waitstaff	B-aspect
111	are	O
111	ALL	O
111	TOTALLY	O
111	Japanese	O
111	.	O
112	This	O
112	place	B-aspect
112	is	O
112	worth	O
112	an	O
112	one	O
112	hour	O
112	drive	O
112	.	O
113	I	O
113	am	O
113	so	O
113	coming	O
113	back	O
113	here	O
113	again	O
113	,	O
113	as	O
113	much	O
113	as	O
113	I	O
113	can	O
113	.	O
114	Leon	B-aspect
114	is	O
114	an	O
114	East	O
114	Village	O
114	gem	O
114	casual	O
114	but	O
114	hip	O
114	,	O
114	with	O
114	well	O
114	prepared	O
114	basic	O
114	French	B-aspect
114	bistro	I-aspect
114	fare	I-aspect
114	,	O
114	good	O
114	specials	B-aspect
114	,	O
114	a	O
114	warm	O
114	and	O
114	lively	O
114	atmosphere	B-aspect
114	.	O
115	My	O
115	wife	O
115	and	O
115	I	O
115	always	O
115	enjoy	O
115	the	O
115	young	O
115	,	O
115	not	O
115	always	O
115	well	O
115	trained	O
115	but	O
115	nevertheless	O
115	friendly	O
115	,	O
115	staff	B-aspect
115	,	O
115	all	O
115	of	O
115	whom	O
115	have	O
115	a	O
115	story	O
115	.	O
116	Sit	O
116	outside	O
116	in	O
116	the	O
116	warm	O
116	weather	O
116	;	O
116	inside	O
116	for	O
116	cozy	O
116	winter	O
116	.	O
117	Decent	O
117	wine	B-aspect
117	at	O
117	reasonable	O
117	prices	O
117	.	O
118	Have	O
118	been	O
118	dozens	O
118	of	O
118	times	O
118	and	O
118	never	O
118	failed	O
118	to	O
118	enjoy	O
118	the	O
118	experience	O
118	.	O
119	Our	O
119	teenage	O
119	kids	O
119	love	O
119	it	O
119	,	O
119	too	O
119	.	O
120	Everytime	O
120	I	O
120	decide	O
120	to	O
120	try	O
120	another	O
120	place	O
120	on	O
120	the	O
120	UES	O
120	,	O
120	I	O
120	get	O
120	angry	O
120	that	O
120	I	O
120	didn't	O
120	just	O
120	go	O
120	to	O
120	Zucchero	B-aspect
120	Pomodori	I-aspect
120	.	O
121	This	O
121	is	O
121	by	O
121	far	O
121	my	O
121	favorite	O
121	place	B-aspect
121	in	O
121	the	O
121	neighborhood	O
121	.	O
122	The	O
122	service	B-aspect
122	is	O
122	excellent	O
122	,	O
122	the	O
122	decor	B-aspect
122	is	O
122	great	O
122	,	O
122	and	O
122	the	O
122	food	B-aspect
122	is	O
122	delicious	O
122	and	O
122	comes	O
122	in	O
122	large	O
122	portions	B-aspect
122	.	O
123	You'll	O
123	pay	O
123	at	O
123	least	O
123	double	O
123	at	O
123	any	O
123	other	O
123	Italian	O
123	restaurant	O
123	in	O
123	the	O
123	city	O
123	,	O
123	and	O
123	most	O
123	still	O
123	don't	O
123	compare	O
123	.	O
124	I'm	O
124	partial	O
124	to	O
124	the	O
124	Gnocchi	B-aspect
124	.	O
125	This	O
125	place	B-aspect
125	is	O
125	incredibly	O
125	tiny	O
125	.	O
126	They	O
126	refuse	O
126	to	O
126	seat	O
126	parties	O
126	of	O
126	3	O
126	or	O
126	more	O
126	on	O
126	weekends	O
126	.	O
127	The	O
127	hostess	B-aspect
127	is	O
127	rude	O
127	to	O
127	the	O
127	point	O
127	of	O
127	being	O
127	offensive	O
127	.	O
128	The	O
128	food	B-aspect
128	was	O
128	bland	O
128	oily	O
128	.	O
129	I	O
129	just	O
129	don't	O
129	understand	O
129	all	O
129	the	O
129	hype	O
129	.	O
129	.	O
129	.	O
130	We	O
130	went	O
130	to	O
130	Ino	O
130	for	O
130	Valentines	O
130	.	O
131	We	O
131	have	O
131	been	O
131	to	O
131	this	O
131	place	O
131	many	O
131	times	O
131	,	O
131	and	O
131	always	O
131	have	O
131	great	O
