SENTENCE	TOKEN	TAG
11698	Food	B-aspect
11698	was	O
11698	outstanding	O
11698	,	O
11698	for	O
11698	both	O
11698	the	O
11698	conference	O
11698	and	O
11698	on	O
11698	my	O
11698	own	O
11698	.	O
11699	Pool	B-aspect
11699	was	O
11699	refreshing	O
11699	on	O
11699	the	O
11699	hot	O
11699	days	O
11699	.	O
11700	Overall	O
11700	for	O
11700	the	O
11700	price	O
11700	of	O
11700	this	O
11700	hotel	B-aspect
11700	it	O
11700	cannot	O
11700	be	O
11700	beat	O
11700	!	O
11701	I	O
11701	will	O
11701	definitely	O
11701	stay	O
11701	here	O
11701	again	O
11701	conference	O
11701	or	O
11701	not	O
11701	.	O
11702	Good	O
11702	Business	O
11702	Hotel	B-aspect
11703	Very	O
11703	nice	O
11703	hotel	B-aspect
11703	for	O
11703	business	O
11703	travelers	O
11703	very	O
11703	few	O
11703	kids	O
11703	.	O
11704	Great	O
11704	rooms	B-aspect
11704	with	O
11704	very	O
11704	comfortable	O
11704	beds	B-aspect
11704	.	O
11705	Big	O
11705	pool	B-aspect
11705	area	I-aspect
11705	,	O
11705	very	O
11705	good	O
11705	fitness	B-aspect
11705	center	I-aspect
11705	nice	O
11705	lobby	B-aspect
11705	and	O
11705	common	B-aspect
11705	areas	I-aspect
11705	.	O
11706	I	O
11706	had	O
11706	excellent	O
11706	shuttle	B-aspect
11706	service	I-aspect
11706	.	O
11707	The	O
11707	Sports	O
11707	Bar	O
11707	had	O
11707	good	O
11707	food	B-aspect
11707	with	O
11707	very	O
11707	reasonable	O
11707	prices	O
11707	.	O
11708	The	O
11708	only	O
11708	downside	O
11708	was	O
11708	a	O
11708	per	O
11708	minute	O
11708	charge	O
11708	to	O
11708	use	O
11708	the	O
11708	business	B-aspect
11708	center	I-aspect
11708	computers	I-aspect
11708	.	O
11709	Perfectly	O
11709	Close	O
11709	to	O
11709	the	O
11709	Airport	O
11710	I	O
11710	booked	O
11710	this	O
11710	because	O
11710	of	O
11710	it's	O
11710	proximity	O
11710	to	O
11710	the	O
11710	airport	O
11710	for	O
11710	our	O
11710	departure	O
11710	.	O
11711	The	O
11711	staff	B-aspect
11711	was	O
11711	friendly	O
11711	and	O
11711	helpful	O
11711	,	O
11711	they	O
11711	upgraded	O
11711	our	O
11711	room	O
11711	to	O
11711	queen	O
11711	beds	O
11711	without	O
11711	us	O
11711	asking	O
11711	.	O
11712	The	O
11712	rooms	B-aspect
11712	are	O
11712	lovely	O
11712	,	O
11712	and	O
11712	the	O
11712	hotel	B-aspect
11712	is	O
11712	quiet	O
11712	even	O
11712	though	O
11712	it	O
11712	is	O
11712	so	O
11712	close	O
11712	to	O
11712	the	O
11712	airport	O
11712	.	O
11713	The	O
11713	24	B-aspect
11713	hour	I-aspect
11713	shuttle	I-aspect
11713	to	O
11713	the	O
11713	airport	O
11713	is	O
11713	very	O
11713	,	O
11713	very	O
11713	convenient	O
11713	and	O
11713	gets	O
11713	you	O
11713	there	O
11713	in	O
11713	about	O
11713	4	O
11713	minutes	O
11713	.	O
11714	We	O
11714	ate	O
11714	at	O
11714	the	O
11714	restaurant	O
11714	and	O
11714	the	O
11714	food	B-aspect
11714	was	O
11714	good	O
11714	hearty	O
11714	and	O
11714	the	O
11714	best	O
11714	avocado	B-aspect
11714	I've	O
11714	ever	O
11714	had	O
11714	.	O
11714	.	O
11714	.	O
11714	.	O
11714	.	O
11714	so	O
11714	all	O
11714	in	O
11714	all	O
11714	you	O
11714	can't	O
11714	beat	O
11714	the	O
11714	deal	O
11714	,	O
11714	the	O
11714	location	B-aspect
11714	,	O
11714	the	O
11714	clean	O
11714	rooms	B-aspect
11714	,	O
11714	and	O
11714	the	O
11714	service	B-aspect
11714	.	O
11714	.	O
11714	.	O
11714	.	O
11714	.	O
11715	A	O
11715	Great	O
11715	Hotel	B-aspect
11716	Our	O
11716	stay	O
11716	at	O
11716	this	O
11716	hotel	B-aspect
11716	was	O
11716	wonderful	O
11716	.	O
11717	The	O
11717	staff	B-aspect
11717	was	O
11717	very	O
11717	courteous	O
11717	upon	O
11717	check	O
11717	in	O
11717	.	O
11718	Our	O
11718	room	B-aspect
11718	was	O
11718	perfectly	O
11718	spotless	O
11718	.	O
11719	I	O
11719	had	O
11719	to	O
11719	use	O
11719	an	O
11719	outlet	O
11719	behind	O
11719	the	O
11719	headboard	O
11719	,	O
11719	and	O
11719	expected	O
11719	to	O
11719	see	O
11719	some	O
11719	type	O
11719	of	O
11719	dirt	O
11719	when	O
11719	I	O
11719	pulled	O
11719	the	O
11719	bed	O
11719	out	O
11719	,	O
11719	but	O
11719	to	O
11719	my	O
11719	surprise	O
11719	,	O
11719	not	O
11719	even	O
11719	dust	O
11719	!	O
11720	Very	O
11720	clean	O
11720	and	O
11720	well	O
11720	maintained	O
11720	.	O
11721	Some	O
11721	nice	O
11721	touches	O
11721	of	O
11721	southwest	O
11721	decor	O
11721	here	O
11721	and	O
11721	there	O
11721	.	O
11722	No	O
11722	problems	O
11722	whatsoever	O
11722	,	O
11722	and	O
11722	I	O
11722	would	O
11722	recommend	O
11722	this	O
11722	hotel	B-aspect
11722	to	O
11722	anybody	O
11722	.	O
11723	Good	O
11723	service	B-aspect
11723	but	O
11723	rude	O
11723	desk	B-aspect
11723	clerk	I-aspect
11724	Oct	O
11724	.	O
11724	7	O
11724	,	O
11724	2006	O
11724	I	O
11724	arrived	O
11724	at	O
11724	the	O
11724	hotel	O
11724	and	O
11724	went	O
11724	to	O
11724	the	O
11724	front	O
11724	desk	O
11724	to	O
11724	check	O
11724	in	O
11724	.	O
11725	The	O
11725	desk	O
11725	clerk	O
11725	was	O
11725	checking	O
11725	my	O
11725	information	O
11725	in	O
11725	the	O
11725	computer	O
11725	and	O
11725	I	O
11725	asked	O
11725	her	O
11725	if	O
11725	there	O
11725	were	O
11725	any	O
11725	suites	O
11725	available	O
11725	as	O
11725	I	O
11725	had	O
11725	called	O
11725	the	O
11725	hotel	O
11725	a	O
11725	week	O
11725	before	O
11725	my	O
11725	arrival	O
11725	and	O
11725	and	O
11725	was	O
11725	assured	O
11725	that	O
11725	I	O
11725	could	O
11725	upgrade	O
11725	to	O
11725	a	O
11725	suite	O
11725	.	O
11726	She	O
11726	immediately	O
11726	began	O
11726	to	O
11726	yell	O
11726	that	O
11726	if	O
11726	I	O
11726	wanted	O
11726	an	O
11726	upgrade	O
11726	I	O
11726	would	O
11726	have	O
11726	to	O
11726	pay	O
11726	for	O
11726	it	O
11726	.	O
11727	When	O
11727	I	O
11727	went	O
11727	to	O
11727	my	O
11727	room	O
11727	,	O
11727	I	O
11727	took	O
11727	the	O
11727	AAA	O
11727	Tour	O
11727	Book	O
11727	back	O
11727	to	O
11727	the	O
11727	desk	O
11727	and	O
11727	showed	O
11727	her	O
11727	where	O
11727	it	O
11727	specifically	O
11727	stated	O
11727	that	O
11727	the	O
11727	reservation	O
11727	could	O
11727	be	O
11727	upgraded	O
11727	if	O
11727	a	O
11727	suite	O
11727	was	O
11727	available	O
11727	and	O
11727	it	O
11727	would	O
11727	be	O
11727	free	O
11727	of	O
11727	charge	O
11727	.	O
11728	The	O
11728	same	O
11728	desk	B-aspect
11728	clerk	I-aspect
11728	started	O
11728	to	O
11728	yell	O
11728	again	O
11728	stating	O
11728	that	O
11728	she	O
11728	had	O
11728	told	O
11728	me	O
11728	when	O
11728	I	O
11728	called	O
11728	that	O
11728	I	O
11728	could	O
11728	upgrade	O
11728	for	O
11728	a	O
11728	charge	O
11728	and	O
11728	that	O
11728	was	O
11728	her	O
11728	rules	O
11728	.	O
11729	In	O
11729	fact	O
11729	I	O
11729	had	O
11729	spoken	O
11729	to	O
11729	a	O
11729	gentleman	O
11729	when	O
11729	I	O
11729	had	O
11729	called	O
11729	the	O
11729	week	O
11729	before	O
11729	,	O
11729	I	O
11729	never	O
11729	spoke	O
11729	to	O
11729	a	O
11729	lady	O
11729	.	O
11730	I	O
11730	asked	O
11730	her	O
11730	why	O
11730	she	O
11730	was	O
11730	raising	O
11730	her	O
11730	voice	O
11730	and	O
11730	if	O
11730	this	O
11730	was	O
11730	the	O
11730	way	O
11730	she	O
11730	spoke	O
11730	to	O
11730	guests	O
11730	.	O
11731	She	O
11731	completely	O
11731	ignored	O
11731	me	O
11731	and	O
11731	just	O
11731	kept	O
11731	on	O
11731	yelling	O
11731	.	O
11732	I	O
11732	asked	O
11732	to	O
11732	speak	O
11732	to	O
11732	the	O
11732	manager	O
11732	and	O
11732	she	O
11732	told	O
11732	me	O
11732	she	O
11732	was	O
11732	the	O
11732	manager	O
11732	when	O
11732	in	O
11732	fact	O
11732	the	O
11732	manager's	O
11732	name	O
11732	was	O
11732	clearly	O
11732	displayed	O
11732	on	O
11732	the	O
11732	wall	O
11732	.	O
11733	She	O
11733	walked	O
11733	away	O
11733	from	O
11733	the	O
11733	desk	O
11733	and	O
11733	the	O
11733	manager	O
11733	came	O
11733	to	O
11733	assist	O
11733	me	O
11733	about	O
11733	10	O
11733	mins	O
11733	later	O
11733	.	O
11734	This	O
11734	incident	O
11734	was	O
11734	very	O
11734	humiliating	O
11734	as	O
11734	other	O
11734	guests	O
11734	were	O
11734	present	O
11734	.	O
11735	I	O
11735	am	O
11735	writing	O
11735	this	O
11735	review	O
11735	because	O
11735	this	O
11735	kind	O
11735	of	O
11735	behavior	O
11735	was	O
11735	totally	O
11735	unacceptable	O
11735	and	O
11735	hopefully	O
11735	no	O
11735	other	O
11735	guests	O
11735	will	O
11735	be	O
11735	treated	O
11735	in	O
11735	this	O
11735	manner	O
11735	.	O
11736	Overall	O
11736	service	B-aspect
11736	was	O
11736	great	O
11736	and	O
11736	the	O
11736	staff	B-aspect
11736	as	O
11736	a	O
11736	whole	O
11736	were	O
11736	very	O
11736	courteous	O
11736	and	O
11736	helpful	O
11736	.	O
11737	Not	O
11737	bad	O
11737	for	O
11737	one	O
11737	night	O
11738	Stayed	O
11738	on	O
11738	a	O
11738	Sunday	O
11738	night	O
11738	.	O
11739	Front	B-aspect
11739	desk	I-aspect
11739	staff	I-aspect
11739	were	O
11739	friendly	O
11739	and	O
11739	helpful	O
11739	both	O
11739	with	O
11739	early	O
11739	check	O
11739	in	O
11739	and	O
11739	an	O
11739	early	O
11739	check	O
11739	out	O
11739	.	O
11740	Room	B-aspect
11740	was	O
11740	large	O
11740	and	O
11740	spacious	O
11740	,	O
11740	but	O
11740	rather	O
11740	bland	O
11740	.	O
11741	Excellent	O
11741	for	O
11741	a	O
11741	business	O
11741	traveler	O
11741	,	O
11741	or	O
11741	for	O
11741	a	O
11741	stayover	O
11741	with	O
11741	early	O
11741	departure	O
11741	to	O
11741	Phoenix	O
11741	Sky	O
11741	Harbor	O
11741	Airport	O
11741	,	O
11741	took	O
11741	8	O
11741	minutes	O
11741	to	O
11741	get	O
11741	to	O
11741	the	O
11741	airport	O
11741	via	O
11741	10	O
11741	freeway	O
11741	.	O
11742	Ideal	O
11742	location	B-aspect
11742	.	O
11743	Very	O
11743	affordable	O
11743	rate	O
11743	at	O
11743	low	O
11743	50s	O
11743	.	O
11744	The	O
11744	pool	B-aspect
11744	looked	O
11744	nice	O
11744	,	O
11744	as	O
11744	did	O
11744	their	O
11744	restaurant	B-aspect
11744	,	O
11744	but	O
11744	didn't	O
11744	try	O
11744	either	O
11744	one	O
11744	.	O
11745	Well	O
11745	below	O
11745	average	O
11746	I	O
11746	was	O
11746	looking	O
11746	for	O
11746	an	O
11746	above	O
11746	average	O
11746	traveler's	O
11746	hotel	O
11746	for	O
11746	a	O
11746	one	O
11746	night	O
11746	stay	O
11746	.	O
11747	Unfortunately	O
11747	,	O
11747	this	O
11747	is	O
11747	below	O
11747	average	O
11747	.	O
11748	Rooms	B-aspect
11748	are	O
11748	large	O
11748	but	O
11748	very	O
11748	plain	O
11748	,	O
11748	with	O
11748	furnishings	B-aspect
11748	and	O
11748	fixtures	B-aspect
11748	as	O
11748	cheap	O
11748	as	O
11748	possible	O
11748	.	O
11749	The	O
11749	hotel	B-aspect
11749	shows	O
11749	its	O
11749	age	O
11749	and	O
11749	badly	O
11749	needs	O
11749	refurbishing	O
11749	.	O
11750	Bathroom	B-aspect
11750	sink	I-aspect
11750	was	O
11750	on	O
11750	a	O
11750	slight	O
11750	slant	O
11750	because	O
11750	it	O
11750	was	O
11750	pulling	O
11750	out	O
11750	of	O
11750	the	O
11750	wall	O
11750	.	O
11751	Nothing	O
11751	is	O
11751	especially	O
11751	terrible	O
11751	or	O
11751	unacceptable	O
11751	about	O
11751	this	O
11751	hotel	B-aspect
11751	.	O
11752	It	O
11752	is	O
11752	just	O
11752	subpar	O
11752	.	O
11753	Don't	O
11753	do	O
11753	it	O
11753	!	O
11753	!	O
11754	This	O
11754	place	B-aspect
11754	is	O
11754	run	O
11754	down	O
11754	,	O
11754	dirty	O
11754	and	O
11754	loud	O
11754	.	O
11755	The	O
11755	pictures	O
11755	they	O
11755	provide	O
11755	on	O
11755	the	O
11755	web	O
11755	do	O
11755	not	O
11755	tell	O
11755	the	O
11755	story	O
11755	so	O
11755	don't	O
11755	be	O
11755	fooled	O
11755	.	O
11756	Great	O
11756	Restaurant	B-aspect
11757	This	O
11757	property	B-aspect
11757	has	O
11757	really	O
11757	improved	O
11757	since	O
11757	our	O
11757	last	O
11757	stay	O
11757	.	O
11758	Room	B-aspect
11758	was	O
11758	cool	O
11758	,	O
11758	clean	O
11758	and	O
11758	comfy	O
11758	.	O
11759	The	O
11759	restaurant	B-aspect
11759	downstairs	O
11759	is	O
11759	the	O
11759	best	O
11759	kept	O
11759	secret	O
11759	in	O
11759	the	O
11759	area	O
11759	!	O
11760	The	O
11760	food	B-aspect
11760	and	O
11760	service	B-aspect
11760	was	O
11760	outstanding	O
11760	try	O
11760	the	O
11760	seafood	B-aspect
11760	platter	I-aspect
11760	.	O
11761	Staff	B-aspect
11761	was	O
11761	courteous	O
11761	and	O
11761	efficient	O
11761	.	O
11762	I	O
11762	keep	O
11762	on	O
11762	coming	O
11762	back	O
11762	!	O
11763	I've	O
11763	been	O
11763	going	O
11763	to	O
11763	this	O
11763	place	O
11763	every	O
11763	year	O
11763	and	O
11763	I	O
11763	keep	O
11763	on	O
11763	coming	O
11763	back	O
11763	to	O
11763	this	O
11763	hotel	B-aspect
11763	.	O
11764	The	O
11764	reason	O
11764	why	O
11764	?	O
11765	The	O
11765	breakfast	B-aspect
11765	is	O
11765	excellent	O
11765	!	O
11766	It	O
11766	is	O
11766	rare	O
11766	that	O
11766	hotels	O
11766	in	O
11766	this	O
11766	class	O
11766	serve	O
11766	hot	O
11766	meals	B-aspect
11766	,	O
11766	yet	O
11766	they	O
11766	do	O
11766	!	O
11767	Breakfast	B-aspect
11767	is	O
11767	fit	O
11767	for	O
11767	a	O
11767	king	O
11767	.	O
11768	Plus	O
11768	,	O
11768	the	O
11768	staff	B-aspect
11768	at	I-aspect
11768	the	I-aspect
11768	front	I-aspect
11768	desk	I-aspect
11768	are	O
11768	always	O
11768	courteous	O
11768	and	O
11768	friendly	O
11768	.	O
11769	Though	O
11769	the	O
11769	bathrooms	B-aspect
11769	are	O
11769	a	O
11769	bit	O
11769	old	O
11769	,	O
11769	the	O
11769	beds	B-aspect
11769	are	O
11769	still	O
11769	cozy	O
11769	.	O
11770	And	O
11770	the	O
11770	hotel	B-aspect
11770	is	O
11770	right	O
11770	in	O
11770	the	O
11770	middle	O
11770	of	O
11770	everywhere	O
11770	.	O
11771	Above	O
11771	average	O
11771	hotel	B-aspect
11771	for	O
11771	great	O
11771	price	O
11771	!	O
11772	Got	O
11772	a	O
11772	great	O
11772	price	O
11772	of	O
11772	64	O
11772	per	O
11772	night	O
11772	.	O
11773	The	O
11773	room	B-aspect
11773	was	O
11773	perfect	O
11773	for	O
11773	me	O
11773	,	O
11773	the	O
11773	bed	B-aspect
11773	was	O
11773	one	O
11773	of	O
11773	the	O
11773	most	O
11773	comfortable	O
11773	I've	O
11773	ever	O
11773	had	O
11773	in	O
11773	a	O
11773	hotel	O
11773	.	O
11774	Five	O
11774	fluffy	O
11774	pillows	O
11774	no	O
11774	slabs	O
11774	of	O
11774	foam	O
11774	rubber	O
11774	concrete	O
11774	that	O
11774	most	O
11774	hotels	O
11774	provide	O
11774	and	O
11774	a	O
11774	snow	O
11774	white	O
11774	down	O
11774	comforter	O
11774	.	O
11775	Very	O
11775	clean	O
11775	,	O
11775	great	O
11775	service	B-aspect
11775	they	O
11775	gave	O
11775	me	O
11775	a	O
11775	complimentary	O
11775	bottle	O
11775	of	O
11775	wine	O
11775	because	O
11775	I	O
11775	missed	O
11775	the	O
11775	hotel	O
11775	shuttle	O
11775	.	O
11776	Good	O
11776	restaurant	B-aspect
11776	and	O
11776	bar	B-aspect
11776	attached	O
11776	.	O
11777	Close	O
11777	to	O
11777	Scottsdale	O
11777	and	O
11777	the	O
11777	University	O
11777	.	O
11778	I	O
11778	will	O
11778	never	O
11778	diss	O
11778	Paris	O
11778	Hilton	O
11778	again	O
11778	!	O
11779	Price	O
11779	was	O
11779	right	O
11780	Pleasantly	O
11780	surprised	O
11780	at	O
11780	69	O
11780	night	O
11780	.	O
11781	Front	B-aspect
11781	desk	I-aspect
11781	was	O
11781	not	O
11781	helpful	O
11781	,	O
11781	but	O
11781	who	O
11781	cares	O
11781	.	O
11781	.	O
11781	.	O
11781	for	O
11781	69	O
11781	you	O
11781	get	O
11781	a	O
11781	clean	O
11781	,	O
11781	fairly	O
11781	large	O
11781	room	B-aspect
11781	,	O
11781	central	O
11781	air	O
11781	,	O
11781	refrig	O
11781	micro	O
11781	,	O
11781	free	O
11781	but	O
11781	sparse	O
11781	breakfast	B-aspect
11781	buffet	I-aspect
11781	.	O
11782	Stayed	O
11782	there	O
11782	because	O
11782	it	O
11782	was	O
11782	near	O
11782	Banner	O
11782	Hospital	O
11782	.	O
11783	Friendly	O
11783	Staff	B-aspect
11784	We	O
11784	stayed	O
11784	here	O
11784	at	O
11784	the	O
11784	beginning	O
11784	and	O
11784	end	O
11784	of	O
11784	a	O
11784	trip	O
11784	to	O
11784	Arizona	O
11784	so	O
11784	we	O
11784	were	O
11784	here	O
11784	during	O
11784	two	O
11784	differernt	O
11784	weekends	O
11784	.	O
11785	The	O
11785	staff	B-aspect
11785	was	O
11785	extremely	O
11785	helpful	O
11785	and	O
11785	friendly	O
11785	.	O
11786	I	O
11786	would	O
11786	say	O
11786	they	O
11786	are	O
11786	the	O
11786	best	O
11786	part	O
11786	of	O
11786	the	O
11786	hotel	O
11786	!	O
11787	An	O
11787	elevator	B-aspect
11787	was	O
11787	broken	O
11787	during	O
11787	our	O
11787	last	O
11787	stay	O
11787	and	O
11787	it	O
11787	was	O
11787	most	O
11787	annoying	O
11787	,	O
11787	but	O
11787	did	O
11787	not	O
11787	greatly	O
11787	impact	O
11787	the	O
11787	overall	O
11787	experience	O
11787	.	O
11788	We	O
11788	found	O
11788	the	O
11788	place	O
11788	quiet	O
11788	,	O
11788	the	O
11788	complimentary	O
11788	breakfast	O
11788	a	O
11788	notch	O
11788	above	O
11788	some	O
11788	others	O
11788	at	O
11788	similar	O
11788	chain	O
11788	hotels	O
11788	,	O
11788	and	O
11788	the	O
11788	parking	O
11788	adequate	O
11788	.	O
11789	All	O
11789	in	O
11789	all	O
11789	it	O
11789	is	O
11789	a	O
11789	nice	O
11789	and	O
11789	affordable	O
11789	spot	B-aspect
11789	for	O
11789	sightseeing	O
11789	in	O
11789	the	O
11789	area	O
11789	.	O
11790	Administrative	O
11790	Issues	O
11791	The	O
11791	Best	B-aspect
11791	Western	I-aspect
11791	Executive	I-aspect
11791	Park	I-aspect
11791	Hotel	I-aspect
11791	is	O
11791	an	O
11791	average	O
11791	place	O
11791	to	O
11791	stay	O
11791	though	O
11791	a	O
11791	bit	O
11791	far	O
11791	from	O
11791	downtown	O
11791	with	O
11791	a	O
11791	substandard	O
11791	management	B-aspect
11791	team	I-aspect
11791	.	O
11792	I've	O
11792	tried	O
11792	to	O
11792	obtain	O
11792	a	O
11792	receipt	O
11792	for	O
11792	my	O
11792	stay	O
11792	to	O
11792	replace	O
11792	one	O
11792	I	O
11792	lost	O
11792	and	O
11792	have	O
11792	been	O
11792	ignored	O
11792	.	O
11793	There's	O
11793	never	O
11793	anyone	O
11793	to	O
11793	talk	O
11793	to	O
11793	from	O
11793	management	B-aspect
11793	and	O
11793	phone	O
11793	calls	O
11793	e	O
11793	mails	O
11793	receive	O
11793	no	O
11793	response	O
11793	.	O
11794	It's	O
11794	not	O
11794	a	O
11794	recipe	O
11794	for	O
11794	another	O
11794	stay	O
11794	.	O
11795	Not	O
11795	impressed	O
11796	The	O
11796	desk	B-aspect
11796	person	I-aspect
11796	was	O
11796	in	O
11796	a	O
11796	rude	O
11796	mood	O
11796	.	O
11797	There	O
11797	was	O
11797	construction	O
11797	being	O
11797	done	O
11797	on	O
11797	the	O
11797	street	O
11797	in	O
11797	front	O
11797	of	O
11797	the	O
11797	hotel	O
11797	;	O
11797	which	O
11797	made	O
11797	it	O
11797	very	O
11797	difficult	O
11797	driving	O
11797	around	O
11797	.	O
11798	The	O
11798	air	B-aspect
11798	conditioner	I-aspect
11798	was	O
11798	very	O
11798	loud	O
11798	.	O
11799	Nothing	O
11799	told	O
11799	us	O
11799	that	O
11799	there	O
11799	was	O
11799	a	O
11799	free	O
11799	breakfast	O
11799	the	O
11799	restaurant	B-aspect
11799	looked	O
11799	like	O
11799	it	O
11799	was	O
11799	closed	O
11799	.	O
11800	All	O
11800	in	O
11800	all	O
11800	the	O
11800	price	O
11800	was	O
11800	way	O
11800	too	O
11800	high	O
11800	for	O
11800	such	O
11800	a	O
11800	poor	O
11800	accomodations	B-aspect
11800	.	O
11801	Extremely	O
11801	reasonable	O
11801	for	O
11801	the	O
11801	price	O
11801	paid	O
11801	.	O
11802	Excellent	O
11802	service	B-aspect
11802	.	O
11803	I	O
11803	was	O
11803	there	O
11803	3	O
11803	nights	O
11803	for	O
11803	a	O
11803	conference	O
11803	and	O
11803	am	O
11803	giving	O
11803	it	O
11803	5	O
11803	stars	O
11803	,	O
11803	as	O
11803	it	O
11803	was	O
11803	quite	O
11803	reasonably	O
11803	priced	O
11803	for	O
11803	what	O
11803	we	O
11803	received	O
11803	.	O
11804	The	O
11804	staff	B-aspect
11804	was	O
11804	friendly	O
11804	overall	O
11804	.	O
11805	Of	O
11805	course	O
11805	,	O
11805	it's	O
11805	not	O
11805	the	O
11805	Four	O
11805	Seasons	O
11805	,	O
11805	but	O
11805	the	O
11805	stay	O
11805	was	O
11805	pleasant	O
11805	.	O
11805	.	O
11805	.	O
11805	.	O
11806	Airport	B-aspect
11806	shuttle	I-aspect
11806	service	I-aspect
11806	was	O
11806	convenient	O
11806	as	O
11806	I	O
11806	chose	O
11806	not	O
11806	to	O
11806	rent	O
11806	a	O
11806	car	O
11806	during	O
11806	this	O
11806	trip	O
11806	.	O
11807	No	O
11807	complaints	O
11807	about	O
11807	the	O
11807	room	B-aspect
11807	,	O
11807	pretty	O
11807	clean	O
11807	.	O
11808	I	O
11808	went	O
11808	to	O
11808	the	O
11808	lunch	B-aspect
11808	buffet	I-aspect
11808	twice	O
11808	and	O
11808	had	O
11808	a	O
11808	nice	O
11808	meal	O
11808	and	O
11808	again	O
11808	at	O
11808	very	O
11808	reasonable	O
11808	price	O
11808	.	O
11809	There	O
11809	was	O
11809	a	O
11809	few	O
11809	restaurants	O
11809	within	O
11809	walking	O
11809	distance	O
11809	to	O
11809	eat	O
11809	at	O
11809	as	O
11809	well	O
11809	.	O
11810	The	O
11810	conference	O
11810	banquet	O
11810	room	O
11810	was	O
11810	great	O
11810	.	O
11811	Very	O
11811	accomodating	O
11811	,	O
11811	good	O
11811	acoustics	O
11811	,	O
11811	clean	O
11811	.	O
11812	Not	O
11812	sure	O
11812	where	O
11812	the	O
11812	location	B-aspect
11812	was	O
11812	in	O
11812	reference	O
11812	to	O
11812	tourist	O
11812	spots	O
11812	,	O
11812	etc	O
11812	.	O
11812	.	O
11812	.	O
11812	.	O
11812	but	O
11812	for	O
11812	a	O
11812	local	O
11812	conference	O
11812	,	O
11812	it	O
11812	was	O
11812	perfect	O
11812	.	O
11813	Nice	O
11813	hotel	B-aspect
11813	,	O
11813	nice	O
11813	location	B-aspect
11813	for	O
11813	the	O
11813	valley	O
11814	I	O
11814	stayed	O
11814	here	O
11814	for	O
11814	spring	O
11814	training	O
11814	this	O
11814	last	O
11814	weekend	O
11814	.	O
11815	I	O
11815	got	O
11815	a	O
11815	great	O
11815	deal	O
11815	of	O
11815	120	O
11815	USD	O
11815	for	O
11815	2	O
11815	nights	O
11815	from	O
11815	priceline	O
11815	.	O
11816	I	O
11816	really	O
11816	liked	O
11816	the	O
11816	hotel	B-aspect
11816	,	O
11816	it	O
11816	was	O
11816	very	O
11816	clean	O
11816	,	O
11816	the	O
11816	staff	B-aspect
11816	were	O
11816	fantastic	O
11816	and	O
11816	the	O
11816	rooms	B-aspect
11816	were	O
11816	great	O
11816	.	O
11817	I	O
11817	cant	O
11817	complain	O
11817	about	O
11817	this	O
11817	hotel	B-aspect
11817	stay	O
11817	.	O
11818	the	O
11818	location	B-aspect
11818	is	O
11818	in	O
11818	the	O
11818	central	O
11818	valley	O
11818	so	O
11818	getting	O
11818	to	O
11818	anywhere	O
11818	is	O
11818	easy	O
11818	with	O
11818	the	O
11818	easy	O
11818	access	O
11818	to	O
11818	the	O
11818	local	O
11818	freeways	O
11818	.	O
