SENTENCE	TOKEN	TAG
33	MS	O
33	Security	O
33	Essentials	O
33	.	O
34	Those	O
34	who	O
34	claim	O
34	that	O
34	this	O
34	netbook	O
34	falls	O
34	apart	O
34	need	O
34	to	O
34	stop	O
34	using	O
34	it	O
34	for	O
34	non-intended	O
34	uses	O
34	.	O
35	It	O
35	's	O
35	not	O
35	a	O
35	laptop	O
35	,	O
35	you	O
35	need	O
35	to	O
35	learn	O
35	its	O
35	limitations	O
35	-LRB-	O
35	no	O
35	Photoshop	O
35	or	O
35	power	O
35	apps	O
35	-RRB-	O
35	and	O
35	take	O
35	care	O
35	of	O
35	your	O
35	gear	O
35	.	O
36	Buy	O
36	a	O
36	neoprene	O
36	case	O
36	and	O
36	keep	O
36	it	O
36	protected	O
36	.	O
37	Most	O
37	people	O
37	who	O
37	have	O
37	device	O
37	failures	O
37	simply	O
37	push	O
37	their	O
37	gear	O
37	to	O
37	the	O
37	limits	O
37	and	O
37	then	O
37	when	O
37	it	O
37	fails	O
37	they	O
37	turn	O
37	around	O
37	and	O
37	cry	O
37	foul	O
37	on	O
37	the	O
37	manufacturer	O
37	.	O
38	It	O
38	's	O
38	just	O
38	such	O
38	a	O
38	nice	O
38	,	O
38	light-weight	B-aspect
38	,	O
38	non-intrusive	O
38	device	B-aspect
38	which	O
38	you	O
38	can	O
38	take	O
38	anywhere	O
38	.	O
39	I	O
39	'm	O
39	not	O
39	a	O
39	fan	O
39	of	O
39	tablet	O
39	computers	O
39	.	O
40	I	O
40	think	O
40	they	O
40	are	O
40	interesting	O
40	,	O
40	but	O
40	they	O
40	do	O
40	n't	O
40	serve	O
40	any	O
40	practical	O
40	uses	O
40	in	O
40	my	O
40	opinion	O
40	,	O
40	yet	O
40	.	O
41	At	O
41	least	O
41	from	O
41	a	O
41	work	O
41	standpoint	O
41	.	O
42	You	O
42	wo	O
42	n't	O
42	be	O
42	disappointed	O
42	with	O
42	this	O
42	netbook	O
42	,	O
42	and	O
42	just	O
42	encase	O
42	you	O
42	may	O
42	want	O
42	to	O
42	purchase	O
42	a	O
42	Squaretrade	O
42	warranty	O
42	.	O
43	5\/5	O
43	stars	O
43	.	O
44	I	O
44	really	O
44	love	O
44	this	O
44	netbook	B-aspect
44	.	O
45	Huh	O
45	?!?!?!?!	O
46	I	O
46	do	O
46	n't	O
46	get	O
46	all	O
46	the	O
46	negative	O
46	reviews	O
46	from	O
46	so	O
46	many	O
46	others	O
46	about	O
46	this	O
46	product	O
46	.	O
47	I	O
47	've	O
47	had	O
47	this	O
47	monitor	B-aspect
47	for	O
47	over	O
47	a	O
47	year	O
47	and	O
47	I	O
47	absolutely	O
47	LOVE	O
47	IT	O
47	!	O
48	Now	O
48	I	O
48	do	O
48	n't	O
48	know	O
48	what	O
48	kind	O
48	of	O
48	video	O
48	card	O
48	and	O
48	connection	O
48	others	O
48	are	O
48	using	O
48	but	O
48	I	O
48	am	O
48	using	O
48	an	O
48	ATI	O
48	9800	O
48	Pro	O
48	and	O
48	have	O
48	the	O
48	monitor	O
48	hooked	O
48	into	O
48	the	O
48	DVI	O
48	Digital	O
48	Output	O
48	instead	O
48	of	O
48	the	O
48	standard	O
48	VGA	O
48	which	O
48	is	O
48	analog	O
48	.	O
49	I	O
49	do	O
49	n't	O
49	think	O
49	that	O
49	really	O
49	matters	O
49	though	O
49	-	O
49	I	O
49	mean	O
49	hooked	O
49	my	O
49	Xbox	O
49	360	O
49	up	O
49	to	O
49	the	O
49	standard	O
49	VGA	O
49	port	O
49	a	O
49	little	O
49	while	O
49	ago	O
49	and	O
49	the	O
49	picture	B-aspect
49	was	O
49	awesome	O
49	.	O
50	I	O
50	'm	O
50	not	O
50	discounting	O
50	anyone	O
50	else	O
50	's	O
50	opinion	O
50	of	O
50	the	O
50	product	O
50	by	O
50	any	O
50	means	O
50	because	O
50	maybe	O
50	theirs	O
50	came	O
50	from	O
50	a	O
50	bad	O
50	batch	O
50	or	O
50	something	O
50	,	O
50	but	O
50	just	O
50	so	O
50	others	O
50	can	O
50	hear	O
50	a	O
50	positive	O
50	review	O
50	from	O
50	someone	O
50	that	O
50	has	O
50	been	O
50	very	O
50	happy	O
50	with	O
50	their	O
50	purchase	O
50	for	O
50	a	O
50	while	O
50	now	O
50	!	O
51	The	O
51	only	O
51	reason	O
51	I	O
51	did	O
51	n't	O
51	give	O
51	it	O
51	5	O
51	stars	O
51	is	O
51	because	O
51	the	O
51	speakers	B-aspect
51	on	O
51	the	O
51	monitor	B-aspect
51	are	O
51	a	O
51	little	O
51	weak	O
51	,	O
51	but	O
51	that	O
51	's	O
51	really	O
51	to	O
51	be	O
51	expected	O
51	is	O
51	n't	O
51	it	O
51	...	O
52	This	O
52	netbook	B-aspect
52	is	O
52	exactly	O
52	what	O
52	I	O
52	want	O
52	for	O
52	my	O
52	kids	O
52	.	O
53	If	O
53	I	O
53	buy	O
53	something	O
53	for	O
53	me	O
53	,	O
53	I	O
53	would	O
53	consider	O
53	to	O
53	buy	O
53	the	O
53	same	O
53	too	O
53	.	O
54	it	O
54	is	O
54	lighter	B-aspect
54	to	O
54	carry	O
54	around	O
54	and	O
54	it	O
54	has	O
54	enough	O
54	functionality	B-aspect
54	to	O
54	use	O
54	.	O
55	Great	O
55	replacement	O
55	at	O
55	great	O
55	price	B-aspect
55	for	O
55	an	O
55	older	O
55	bulky	O
55	and	O
55	heavy	O
55	monitor	O
55	.	O
56	Color	B-aspect
56	and	O
56	contrast	B-aspect
56	are	O
56	perfect	O
56	for	O
56	my	O
56	needs	O
56	.	O
57	Seems	O
57	like	O
57	a	O
57	good	O
57	product	B-aspect
57	.	O
58	The	O
58	only	O
58	problem	O
58	I	O
58	have	O
58	is	O
58	the	O
58	clicker	B-aspect
58	on	O
58	the	O
58	mouse	B-aspect
58	pad	I-aspect
58	is	O
58	stiff	O
58	.	O
59	Very	O
59	compact	O
59	and	O
59	easy	O
59	for	O
59	travel	O
59	.	O
60	Excellent	O
60	monitor	B-aspect
60	.	O
61	Clear	O
61	and	O
61	crispy	O
61	image	B-aspect
61	.	O
62	Very	O
62	,	O
62	very	O
62	satisfied	O
62	with	O
62	it	O
62	.	O
63	My	O
63	fiance	O
63	ordered	O
63	this	O
63	computer	B-aspect
63	,	O
63	she	O
63	's	O
63	a	O
63	teacher	O
63	so	O
63	she	O
63	needed	O
63	a	O
63	small	B-aspect
63	computer	B-aspect
63	that	O
63	would	O
63	keep	O
63	her	O
63	from	O
63	bringing	O
63	work	O
63	home	O
63	with	O
63	her	O
63	.	O
64	We	O
64	got	O
64	this	O
64	on	O
64	time	O
64	,	O
64	and	O
64	it	O
64	was	O
64	brand	O
64	new	O
64	,	O
64	perfect	O
64	condition	O
64	,	O
64	performance	B-aspect
64	as	O
64	can	O
64	be	O
64	expected	O
64	for	O
64	the	O
64	machine	O
64	specifications	O
64	,	O
64	keep	O
64	in	O
64	mind	O
64	I	O
64	'm	O
64	extremely	O
64	computer	O
64	savvy	O
64	,	O
64	so	O
64	my	O
64	opinion	O
64	comes	O
64	to	O
64	a	O
64	lot	O
64	of	O
64	people	O
64	.	O
65	I	O
65	highly	O
65	recommend	O
65	it	O
65	,	O
65	she	O
65	loves	O
65	it	O
65	and	O
65	we	O
65	're	O
65	both	O
65	very	O
65	happy	O
65	with	O
65	the	O
65	purchase	O
65	.	O
66	If	O
66	you	O
66	're	O
66	debating	O
66	getting	O
66	this	O
66	item	O
66	,	O
66	I	O
66	would	O
66	n't	O
66	hesitate	O
66	any	O
66	longer	O
66	.	O
67	I	O
67	'm	O
67	not	O
67	a	O
67	person	O
67	well	O
67	read	O
67	in	O
67	technology	O
67	but	O
67	this	O
67	is	O
67	just	O
67	an	O
67	absolutely	O
67	wonderful	O
67	computer	B-aspect
67	.	O
68	I	O
68	've	O
68	been	O
68	playing	O
68	Minecraft	O
68	on	O
68	it	O
68	and	O
68	multi	O
68	tasking	O
68	at	O
68	the	O
68	same	O
68	time	O
68	,	O
68	and	O
68	while	O
68	it	O
68	does	O
68	run	B-aspect
68	slower	O
68	while	O
68	multi-tasking	O
68	,	O
68	the	O
68	gaming	O
68	experience	O
68	is	O
68	not	O
68	compromised	O
68	for	O
68	me	O
68	.	O
69	The	O
69	keyboard	B-aspect
69	is	O
69	also	O
69	very	O
69	nice	O
69	and	O
69	quite	O
69	comfortable-although	O
69	it	O
69	does	O
69	take	O
69	some	O
69	getting	O
69	used	O
69	to	O
69	.	O
70	I	O
70	do	O
70	n't	O
70	want	O
70	to	O
70	be	O
70	a	O
70	sensationalist	O
70	but	O
70	this	O
70	computer	B-aspect
70	is	O
70	incredible	O
70	.	O
71	If	O
71	you	O
71	have	O
71	netbook	B-aspect
71	expectations	O
71	you	O
71	will	O
71	be	O
71	pleasantly	O
71	surprised	O
71	by	O
71	how	O
71	well	O
71	this	O
71	baby	O
71	runs	O
71	.	O
72	If	O
72	you	O
72	have	O
72	notebook	O
72	expectations	O
72	you	O
72	will	O
72	feel	O
72	``	O
72	meh	O
72	''	O
72	towards	O
72	it	O
72	because	O
72	it	O
72	runs	O
72	like	O
72	a	O
72	low-grade	O
72	to	O
72	medium-grade	O
72	notebook	O
72	.	O
73	Pros	O
73	:	O
73	The	O
73	capabilities	O
73	for	O
73	size	O
73	and	O
73	price	O
73	The	O
73	keyboard	O
73	size	O
73	Windows	O
73	Premium	O
73	The	O
73	look	O
73	Cons	O
73	:	O
73	Be	O
73	aware	O
73	that	O
73	the	O
73	finish	O
73	does	O
73	smudge	O
73	and	O
73	gets	O
73	finger	O
73	printy	O
73	,	O
73	but	O
73	all	O
73	polished	O
73	,	O
73	it	O
73	looks	O
73	incredible	O
73	Screen	O
73	size	O
73	-LRB-	O
73	but	O
73	its	O
73	a	O
73	netbook	O
73	,	O
73	duh	O
73	!	O
73	-RRB-	O
74	Slow	O
74	to	O
74	download	B-aspect
74	and	O
74	run	B-aspect
74	certain	O
74	programs	O
74	Wish	O
74	you	O
74	the	O
74	best	O
74	and	O
74	hope	O
74	my	O
74	review	O
74	helped	O
74	!	O
75	Doing	O
75	business	O
75	with	O
75	Amazon	O
75	is	O
75	pleasant	O
75	.	O
76	We	O
76	count	O
76	on	O
76	good	O
76	products	B-aspect
76	at	O
76	a	O
76	good	O
76	price	B-aspect
76	.	O
77	Our	O
77	purchase	O
77	of	O
77	an	O
77	Acer	B-aspect
77	Monitor	I-aspect
77	was	O
77	just	O
77	as	O
77	we	O
77	expected	O
77	.	O
78	No	O
78	surprises	O
78	.	O
79	Received	O
79	this	O
79	item	O
79	within	O
79	a	O
79	few	O
79	days	O
79	of	O
79	ordering	O
79	.	O
80	Easy	O
80	to	O
80	hook	B-aspect
80	up	I-aspect
80	.	O
81	Great	O
81	picture	B-aspect
81	.	O
82	I	O
82	am	O
82	very	O
82	happy	O
82	with	O
82	this	O
82	monitor	B-aspect
82	.	O
83	I	O
83	had	O
83	been	O
83	thinking	O
83	a	O
83	lot	O
83	about	O
83	changing	O
83	my	O
83	CRT	O
83	montior	O
83	to	O
83	LCD	O
83	monitor	O
83	.	O
84	I	O
84	was	O
84	waiting	O
84	for	O
84	lower	O
84	pricess	O
84	,	O
84	faster	O
84	respons	O
84	time	O
84	&	O
84	wide	O
84	screen	O
84	monitor	O
84	.	O
85	I	O
85	was	O
85	keeping	O
85	my	O
85	eye	O
85	on	O
85	Samsung	O
85	,	O
85	Benq	O
85	&	O
85	Acer	O
85	.	O
86	Last	O
86	week	O
86	,	O
86	I	O
86	visited	O
86	JAREER	O
86	Bookstoor	O
86	in	O
86	Riyadh	O
86	-LRB-	O
86	Saudi	O
86	Arabia	O
86	-RRB-	O
86	I	O
86	found	O
86	this	O
86	LCD	O
86	.	O
87	It	O
87	really	O
87	impressed	O
87	me	O
87	with	O
87	the	O
87	disign	B-aspect
87	,	O
87	the	O
87	specs	O
87	&	O
87	the	O
87	price	B-aspect
87	.	O
88	So	O
88	,	O
88	I	O
88	could	O
88	not	O
88	wait	O
88	anylonger	O
88	&	O
88	I	O
88	got	O
88	it	O
88	.	O
89	I	O
89	will	O
89	provide	O
89	my	O
89	comments	O
89	about	O
89	the	O
89	disadvantages	O
89	only	O
89	because	O
89	the	O
89	advantages	O
89	you	O
89	may	O
89	get	O
89	it	O
89	from	O
89	the	O
89	product	O
89	specs	O
89	.	O
90	My	O
90	comments	O
90	are	O
90	as	O
90	follow	O
90	:	O
90	1	O
90	-	O
90	Does	O
90	n't	O
90	have	O
90	direct	B-aspect
90	Elictrical	I-aspect
90	connectivity	I-aspect
90	-LRB-	O
90	you	O
90	need	O
90	Adapter	O
90	which	O
90	is	O
90	comming	O
90	with	O
90	the	O
90	package	O
90	-RRB-	O
90	2	O
90	-	O
90	It	O
90	is	O
90	really	O
90	very	O
90	difficult	O
90	to	O
90	connect	B-aspect
90	the	O
90	the	O
90	power	O
90	Cable	O
90	&	O
90	the	O
90	regular	O
90	-LRB-	O
90	VGA	O
90	-RRB-	O
90	PC	O
90	connection	O
90	.	O
91	3	O
91	-	O
91	Not	O
91	perfect	O
91	quality	B-aspect
91	of	I-aspect
91	picture	I-aspect
91	if	O
91	you	O
91	use	O
91	the	O
91	VGA	B-aspect
91	Connection	I-aspect
91	while	O
91	the	O
91	DVI	B-aspect
91	Connection	I-aspect
91	is	O
91	perfect	O
91	.	O
92	4	O
92	-	O
92	No	O
92	flixpility	O
92	to	O
92	turn	O
92	the	O
92	monitor	O
92	right	O
92	or	O
92	left	O
92	because	O
92	it	O
92	is	O
92	fixed	O
92	.	O
93	5	O
93	-	O
93	hight	O
93	can	O
93	not	O
93	be	O
93	adjusted	O
93	.	O
94	Some	O
94	of	O
94	you	O
94	may	O
94	ask	O
94	how	O
94	did	O
94	I	O
94	gave	O
94	4\/5	O
94	while	O
94	having	O
94	the	O
94	mentioned	O
94	disadvantages	O
94	.	O
95	Then	O
95	I	O
95	would	O
95	say	O
95	that	O
95	this	O
95	LCD	B-aspect
95	monitor	I-aspect
95	have	O
95	many	O
95	feature	O
95	in	O
95	one	O
95	piece	O
95	.	O
96	It	O
96	has	O
96	TV	O
96	tuner	O
96	,	O
96	Composite	O
96	inputs	O
96	,	O
96	DVI	O
96	Input	O
96	,	O
96	SCART	O
96	Input	O
96	,	O
96	Nice	O
96	Speekers	O
96	.	O
97	In	O
97	addition	O
97	,	O
97	it	O
97	comes	O
97	with	O
97	a	O
97	remote	B-aspect
97	control	I-aspect
97	.	O
98	The	O
98	screen	B-aspect
98	quality	I-aspect
98	is	O
98	very	O
98	high	O
98	&	O
98	the	O
98	side	B-aspect
98	view	I-aspect
98	is	O
98	very	O
98	sharp	O
98	&	O
98	clear	O
98	.	O
99	In	O
99	conclusion	O
99	this	O
99	master	O
99	piece	O
99	has	O
99	every	O
99	thing	O
99	you	O
99	need	O
99	.	O
100	One	O
100	last	O
100	note	O
100	,	O
100	I	O
100	purchased	O
100	this	O
100	monitor	O
100	with	O
100	a	O
100	higher	O
100	price	B-aspect
100	than	O
100	what	O
100	you	O
100	can	O
100	get	O
100	in	O
100	the	O
100	states	O
100	.	O
101	It	O
101	costs	O
101	me	O
101	about	O
101	640	O
101	$	O
101	so	O
101	you	O
101	should	O
101	be	O
101	gratefull	O
101	that	O
101	the	O
101	pricess	B-aspect
101	in	O
101	the	O
101	states	O
101	much	O
101	lower	O
101	.	O
102	Regards	O
102	,	O
102	Abdulrahman	O
102	Saudi	O
102	Arabia	O
102	-	O
102	Riyadh	O
103	Everything	O
103	on	O
103	this	O
103	unit	O
103	seems	O
103	fine	O
103	so	O
103	far	O
103	except	O
103	for	O
103	one	O
103	item	O
103	.	O
104	Almost	O
104	all	O
104	new	O
104	video	O
104	cards	O
104	have	O
104	DVI	O
104	only	O
104	connection	O
104	.	O
105	This	O
105	means	O
105	that	O
105	the	O
105	vga	B-aspect
105	connection	I-aspect
105	will	O
105	not	O
105	work	O
105	with	O
105	my	O
105	computers	O
105	.	O
106	I	O
106	will	O
106	have	O
106	to	O
106	find	O
106	an	O
106	adapter	O
106	of	O
106	some	O
106	sort	O
106	which	O
106	is	O
106	a	O
106	pain	O
106	as	O
106	a	O
106	cable	O
106	should	O
106	be	O
106	sent	O
106	with	O
106	the	O
106	unit	O
106	in	O
106	my	O
106	honest	O
106	opinin	O
106	.	O
107	I	O
107	use	O
107	a	O
107	dual	O
107	monitor	O
107	workstation	O
107	-LRB-	O
107	normally	O
107	both	O
107	24	O
107	''	O
107	-RRB-	O
107	for	O
107	web	O
107	development	O
107	and	O
107	video	O
107	production	O
107	.	O
108	One	O
108	of	O
108	my	O
108	monitors	O
108	recently	O
108	went	O
108	south	O
108	-LRB-	O
108	quit	O
108	working	O
108	-RRB-	O
108	,	O
108	and	O
108	I	O
108	went	O
108	looking	O
108	for	O
108	a	O
108	replacement	O
108	.	O
109	Though	O
109	this	O
109	monitor	O
109	is	O
109	only	O
109	a	O
109	23	O
109	''	O
109	,	O
109	the	O
109	reviews	O
109	were	O
109	good	O
109	and	O
109	I	O
109	've	O
109	always	O
109	had	O
109	good	O
109	luck	O
109	with	O
109	Acer	O
109	products	O
109	.	O
110	I	O
110	'm	O
110	glad	O
110	I	O
110	went	O
110	with	O
110	it	O
110	,	O
110	it	O
110	actually	O
110	exceeds	O
110	my	O
110	ViewSonic	O
110	for	O
110	color	B-aspect
110	,	O
110	brightness	B-aspect
110	,	O
110	and	O
110	pixel	B-aspect
110	quality	I-aspect
110	.	O
111	In	O
111	fact	O
111	,	O
111	my	O
111	24	O
111	''	O
111	Viewsonic	O
111	has	O
111	now	O
111	been	O
111	moved	O
111	to	O
111	second	O
111	monitor	O
111	position	O
111	and	O
111	this	O
111	Acer	O
111	is	O
111	now	O
111	the	O
111	primary	O
111	.	O
112	Though	O
112	it	O
112	does	O
112	n't	O
112	have	O
112	quite	O
112	the	O
112	screen	O
112	real	O
112	estate	O
112	,	O
112	it	O
112	's	O
112	an	O
112	excellent	O
112	monitor	B-aspect
112	and	O
112	crystal	O
112	clear	O
112	at	O
112	a	O
112	resolution	B-aspect
112	of	O
112	1920x1080	O
112	.	O
113	Very	O
113	happy	O
113	with	O
113	the	O
113	monitor	B-aspect
113	and	O
113	the	O
113	price	B-aspect
113	...	O
114	I	O
114	have	O
114	this	O
114	monitor	B-aspect
114	for	O
114	a	O
114	month	O
114	now	O
114	and	O
114	I	O
114	'm	O
114	very	O
114	pleased	O
114	with	O
114	it	O
114	.	O
115	I	O
115	have	O
115	it	O
115	at	O
115	my	O
115	home	O
115	office	O
115	and	O
115	we	O
115	sometimes	O
115	watch	O
115	movies	O
115	on	O
115	it	O
115	.	O
116	My	O
116	wife	O
116	is	O
116	even	O
116	more	O
116	pleased	O
116	due	O
116	to	O
116	its	O
116	widescreen	B-aspect
116	.	O
117	The	O
117	colors	B-aspect
117	are	O
117	clear	O
117	,	O
117	also	O
117	.	O
118	I	O
118	purchased	O
118	this	O
118	monitor	O
118	after	O
118	shopping	O
118	around	O
118	for	O
118	a	O
118	good	O
118	deal	O
118	on	O
118	a	O
118	19	O
118	''	O
118	LCD	O
118	.	O
119	What	O
119	a	O
119	mistake	O
119	.	O
120	The	O
120	backlight	B-aspect
120	will	O
120	periodically	O
120	fail	O
120	,	O
120	the	O
120	first	O
120	time	O
120	it	O
120	happened	O
120	I	O
120	sent	O
120	it	O
120	in	O
120	for	O
120	warranty	O
120	repair	O
120	.	O
121	It	O
121	came	O
121	back	O
121	working	O
121	,	O
121	and	O
121	I	O
121	was	O
121	momentarily	O
121	glad	O
121	that	O
121	the	O
121	rumors	O
121	I	O
121	'd	O
121	heard	O
121	about	O
121	Acer	B-aspect
121	tech	I-aspect
121	support	I-aspect
121	did	O
121	n't	O
121	turn	O
121	out	O
121	to	O
121	be	O
121	true	O
121	in	O
121	my	O
121	case	O
121	.	O
122	The	O
122	second	O
122	time	O
122	it	O
122	happened	O
122	I	O
122	got	O
122	suspicious	O
122	.	O
123	I	O
123	wanted	O
123	to	O
123	call	O
123	acer	O
123	tech	O
123	support	O
123	and	O
123	talk	O
123	to	O
123	someone	O
123	.	O
124	I	O
124	managed	O
124	to	O
124	find	O
124	their	O
124	mysterious	O
124	phone	O
124	number	O
124	from	O
124	a	O
124	google	O
124	cache	O
124	and	O
124	called	O
124	them	O
124	.	O
125	It	O
125	turns	O
125	out	O
125	they	O
125	did	O
125	n't	O
125	DO	O
125	anything	O
125	when	O
125	they	O
125	received	O
125	it	O
125	.	O
126	They	O
126	opened	O
126	it	O
126	up	O
126	,	O
126	turned	O
126	it	O
126	on	O
126	,	O
126	and	O
126	it	O
126	worked	O
126	so	O
126	they	O
126	sent	O
126	it	O
126	back	O
126	.	O
127	Of	O
127	course	O
127	,	O
127	they	O
127	do	O
127	n't	O
127	tell	O
127	you	O
127	they	O
127	did	O
127	nothing	O
127	.	O
128	Acer	B-aspect
128	has	O
128	been	O
128	awful	O
128	to	O
